"","ResponseId","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search","X","Search_Online"
"356","R_2e8V7lFBsgfQrA9","dec 19_1",0,5,22,3.2,2,3,"Not Sure",3,495,1,0,0,"Conservative","Conservative",1,0,0,12602,0
"357","R_2eairmI8nRh9L4U","jan 8_4",1,6,56,3.7,0,0,"No",2,1064,1,1,0,"Conservative","Conservative",1,1,0,10360,0
"358","R_2EcxrSzwO1iGufP","nov 20_1",0,1,50,5,3,2,"No",4,1419,3,0,0,"Conservative","Conservative",1,0,0,11600,0
"359","R_2EFDpCuedixJ5CO","dec 2_3",1,6,63,3.2,0,1,"No",1,1172,2,1,0,"Conservative","Neutral",0,1,0,13192,0
"360","R_2eRWKOTiqndt7n9","feb 6_2",0,2,71,4.3,1,2,"No",2,1573,3,0,0,"Conservative","Liberal",0,0,0,10595,0
"361","R_2eVZ9eu1miVbTBX","jan 13_2",1,6,18,4.3,0,1,"No",0,1142,-2,0,0,"Liberal","Liberal",1,1,0,11993,1
"362","R_2Ey5KdGmY0ZUbqa","feb 6_3",0,4,46,3.6,1,3,"No",3,623,3,1,0,"Conservative","Conservative",1,0,0,10687,0
"363","R_2EyOcOkGx62jjT9","dec 2_3",0,1,41,3,0,0,"No",3,7187,3,1,0,"Conservative","Neutral",0,0,0,13208,1
"364","R_2Ez2JdLGuZxhCz7","jan 27_3",1,6,42,3.7,1,1,"Not Sure",4,1854,-2,0,0,"Liberal","Neutral",0,1,0,12114,0
"365","R_2EzrT7bf6C6rbPY","dec 4_1",0,3,64,4,0,1,"No",1,802,0,1,0,"Moderate","Conservative",0,0,0,9918,0
"366","R_2fBh47XKHffK8fC","jan 6_1",1,4,60,5,3,4,"Yes",4,682,3,0,0,"Conservative","Conservative",1,1,0,13461,0
"367","R_2fe4qkVgsFcFrI5","dec 11_3",0,4,26,3.7,1,2,"No",3,712,1,0,0,"Conservative","Conservative",1,0,0,13291,1
"368","R_2fHeIY91zW0NVtU","jan 13_2",1,6,67,3,3,2,"Yes",4,969,-3,0,0,"Liberal","Liberal",1,1,0,12051,0
"369","R_2fiVmtnSD9vieu5","jan 21_1",0,3,35,3.9,0,2,"No",2,685,0,0,0,"Moderate","Conservative",0,0,0,14361,0
"370","R_2fJKrNtgQFwUfPm","dec 19_1",1,5,73,3.2,0,1,"Not Sure",1,2242,0,0,0,"Moderate","Conservative",0,1,0,12629,0
"371","R_2hlGHQ5GXrL95m1","dec 10_2",0,3,24,4.4,1,4,"Yes",3,487,2,1,0,"Conservative","Neutral",0,0,0,12432,1
"372","R_2iwykUeloJvfu2B","dec 4_2",1,5,44,4.9,2,1,"No",4,619,-3,0,0,"Liberal","Liberal",1,1,0,9948,0
"373","R_2lSERC9YyAcvR7z","dec 11_1",1,6,33,4.7,2,1,"No",4,2228,2,0,0,"Conservative","Conservative",1,1,0,13312,1
"374","R_2lv3hkm56Ba2u09","feb 5_3",0,3,20,3.9,2,4,"No",2,697,-3,0,0,"Liberal","Neutral",0,0,0,14499,0
"375","R_2oB4xmJbFiLD5xD","jan 8_4",0,1,35,4.6,3,0,"No",3,693,-1,0,0,"Liberal","Conservative",0,0,0,10237,0
"376","R_2OHj0Q5B01tWwmA","jan 21_3",1,6,56,4.5,3,0,"No",4,1503,2,0,0,"Conservative","Conservative",1,1,0,14392,0
"377","R_2OHJYSyKtRgEnS0","nov 21_1",0,5,71,2.4,0,1,"Yes",1,2978,1,0,0,"Conservative","Conservative",1,0,0,12367,0
"378","R_2OVd5duKOuaIAzc","dec 19_1",1,5,64,2.8,3,4,"Yes",4,1161,1,1,0,"Conservative","Conservative",1,1,0,12592,0
"379","R_2OZLQjVc4bbHFS3","dec 17_1",1,6,42,4.4,2,1,"Yes",4,1013,1,0,0,"Conservative","Conservative",1,1,0,11033,0
"380","R_2P04Yg8spJs4Pf5","dec 19_1",0,6,34,3.7,0,0,"Yes",4,574,2,0,0,"Conservative","Conservative",1,0,0,12642,1
"381","R_2P1eM0en66akXWE","dec 11_3",1,6,61,4.5,0,1,"No",1,1061,3,0,0,"Conservative","Conservative",1,1,0,13251,0
"382","R_2PBzlTLN1z0L1wf","feb 5_1",1,7,58,4,1,2,"Not Sure",1,1130,3,0,0,"Conservative","Conservative",1,1,0,14502,0
"383","R_2PdGaPqwUqZ8g06","dec 3_1",0,4,47,3.3,1,3,"No",3,1224,0,0,0,"Moderate","Neutral",0,0,0,13966,0
"384","R_2Pdn8YvU1nFe9H8","dec 10_2",0,2,53,4.9,1,0,"Yes",2,1966,0,1,0,"Moderate","Neutral",0,0,0,12456,0
"385","R_2Pj5s6ZpyilYSGE","dec 3_1",1,6,30,3.8,0,1,"No",4,1544,-2,0,0,"Liberal","Neutral",0,1,0,13987,0
"386","R_2pJol4NsaI2S3GY","jan 28_1",0,4,49,3.5,1,3,"No",3,1291,1,0,0,"Conservative","Conservative",1,0,0,12922,0
"387","R_2q1LAdxxszqZPhP","dec 18_1",0,4,18,3.4,1,3,"No",1,947,-2,1,0,"Liberal","Conservative",0,0,0,11914,0
"388","R_2q7Y5ayqab9LNwR","nov 21_1",0,4,34,3.3,0,1,"Yes",1,2889,3,1,0,"Conservative","Conservative",1,0,0,12318,0
"389","R_2q9FRWdoKyFbZfg","dec 12_1",1,4,46,4.5,0,0,"No",3,1268,3,1,0,"Conservative","Conservative",1,1,0,14106,0
"390","R_2qBK8oNWEDibOaI","dec 4_2",0,4,29,3.9,2,4,"No",4,797,0,1,0,"Moderate","Liberal",0,0,0,9966,0
"391","R_2QF0YWOjNJIjW0w","dec 17_1",0,4,66,4.3,1,1,"No",3,1370,1,1,0,"Conservative","Conservative",1,0,0,11126,0
"392","R_2QfiXh9B8evRqaO","jan 6_1",0,1,39,5,0,1,"Yes",2,1714,-3,0,0,"Liberal","Conservative",0,0,0,13388,0
"393","R_2qgho2KJT6LzWff","nov 21_1",1,7,77,1.7,0,1,"Yes",1,1970,0,1,0,"Moderate","Conservative",0,1,0,12329,0
"394","R_2QibdyovEJgfoEi","jan 13_2",0,1,63,1.5,1,3,"Yes",1,1360,3,1,0,"Conservative","Liberal",0,0,0,11966,0
"395","R_2QPPihGiwcen1jP","dec 11_1",1,7,35,4.5,3,2,"Yes",4,564,3,0,0,"Conservative","Conservative",1,1,0,13235,1
"396","R_2qrR4A3T5R1D5p4","dec 11_3",0,2,48,3.1,0,2,"No",3,1553,2,1,0,"Conservative","Conservative",1,0,0,13228,0
"397","R_2qsW8CMa4SgVkMS","dec 3_1",0,4,24,3.9,0,2,"No",1,980,-2,1,0,"Liberal","Neutral",0,0,0,13932,0
"398","R_2QWk6186EWZg0HE","dec 11_3",0,5,58,3.7,0,1,"No",1,1670,1,1,0,"Conservative","Conservative",1,0,0,13360,0
"399","R_2qxtDUgrQ13NL7M","dec 2_3",1,6,32,3.2,1,2,"No",3,640,-2,1,0,"Liberal","Neutral",0,1,0,13156,0
"400","R_2QYyLXuL27jsAMb","jan 13_1",0,2,57,3.9,0,1,"No",3,2038,-2,1,0,"Liberal","Neutral",0,0,0,12075,0
"401","R_2qz6a6muZnuKN1z","dec 10_2",0,2,57,5,0,3,"Yes",1,1260,-2,0,0,"Liberal","Neutral",0,0,0,12523,0
"402","R_2R1yDlM1t949LuH","dec 10_2",0,4,71,4.7,1,0,"Yes",3,2689,2,1,0,"Conservative","Neutral",0,0,0,12576,0
"403","R_2R3QwJB5c04wAyT","dec 19_1",1,4,69,1.7,1,2,"Not Sure",5,2589,3,0,0,"Conservative","Conservative",1,1,0,12632,0
"404","R_2R4wPonaM5SF88z","dec 11_1",1,6,53,4.6,0,2,"Not Sure",1,8150,0,0,0,"Moderate","Conservative",0,1,0,13320,0
"405","R_2R7ZOKsBkjkZmLm","dec 19_1",0,1,43,2.6,1,1,"No",4,477,-3,1,0,"Liberal","Conservative",0,0,0,12735,0
"406","R_2rA71ubYgpmz2jD","nov 21_1",0,4,39,3.5,0,4,"No",1,684,0,1,0,"Moderate","Conservative",0,0,0,12268,0
"407","R_2Rb4HGViUqRXefc","jan 8_4",0,4,38,4.2,2,3,"Not Sure",5,1941,0,1,0,"Moderate","Conservative",0,0,0,10382,0
"408","R_2rDwqXsqT6ks3Fn","jan 6_1",1,6,42,1.9,0,1,"Yes",1,1117,2,0,0,"Conservative","Conservative",1,1,0,13458,0
"409","R_2rDycNH1YldKbmF","nov 21_1",1,7,70,2.7,0,0,"Yes",1,837,2,1,0,"Conservative","Conservative",1,1,0,12404,0
"410","R_2rGU7JAYbpsl36s","dec 3_1",1,6,76,3.6,0,3,"No",3,1895,3,0,0,"Conservative","Neutral",0,1,0,13880,0
"411","R_2rGxgGiQpPCcziZ","feb 4_3",0,1,29,3.3,0,4,"No",1,1009,-2,0,0,"Liberal","Neutral",0,0,0,13788,0
"412","R_2rkgwev2xEel5md","dec 17_1",0,3,20,4.1,0,3,"No",1,735,0,0,0,"Moderate","Conservative",0,0,0,11086,0
"413","R_2rkMZajtsPbvWC1","jan 8_1",0,6,30,4.2,1,2,"No",4,7182,3,1,0,"Conservative","Conservative",1,0,0,10256,1
"414","R_2rUaEHqaqHmMy9P","nov 20_1",0,1,70,2.9,0,1,"Yes",1,2907,-1,0,0,"Liberal","Conservative",0,0,0,11555,0
"415","R_2rv9GRcLtUK7qbE","dec 19_1",0,4,62,3.8,1,0,"No",1,1657,0,1,0,"Moderate","Conservative",0,0,0,12659,0
"416","R_2rvjwmYxeuVDKvY","jan 21_3",0,4,22,3.5,2,3,"No",3,1137,0,1,0,"Moderate","Conservative",0,0,0,14456,0
"417","R_2RVzIHYrOV4yy9X","nov 20_1",0,3,65,4.1,0,3,"No",3,1296,-1,1,0,"Liberal","Conservative",0,0,0,11492,0
"418","R_2RXlzkK2SMZrijD","dec 4_2",0,4,66,3.1,1,1,"No",3,7465,-2,1,0,"Liberal","Liberal",1,0,0,9997,1
"419","R_2s0IBfeXLpNNxCG","dec 19_1",1,4,22,2.7,2,3,"Yes",1,1029,-1,1,0,"Liberal","Conservative",0,1,0,12706,1
"420","R_2s1Po7GCzjjd22E","jan 13_1",1,7,33,4.6,1,0,"No",2,1069,2,1,0,"Conservative","Neutral",0,1,0,12033,0
"421","R_2s5Yy3PfYsVwSQu","dec 17_1",1,4,22,2.9,1,1,"No",1,968,-2,1,0,"Liberal","Conservative",0,1,0,11125,0
"422","R_2SAcYmPPX1zT9an","dec 12_1",0,3,38,3.9,1,0,"No",4,1907,0,0,0,"Moderate","Conservative",0,0,0,14066,0
"423","R_2saomntQhsW4mGg","dec 10_2",1,6,63,4.6,0,2,"Not Sure",2,1434,0,1,0,"Moderate","Neutral",0,1,0,12532,0
"424","R_2SBjsbyZaV0CGcZ","dec 3_1",1,6,35,4.3,2,1,"No",3,1610,3,0,0,"Conservative","Neutral",0,1,0,13979,0
"425","R_2SCB3Ufqa2ahF7X","dec 3_1",1,6,26,4.3,1,1,"No",3,702,0,0,0,"Moderate","Neutral",0,1,0,13853,1
"426","R_2scE0XC7ugXajIc","dec 4_1",0,4,44,4.4,3,1,"No",4,987,0,1,0,"Moderate","Conservative",0,0,0,10060,0
"427","R_2SfztcIhjWtO77B","nov 21_1",0,2,30,4.4,2,1,"No",2,2248,-2,0,0,"Liberal","Conservative",0,0,0,12343,1
"428","R_2SiWNuQyJ0SZDwQ","feb 6_3",0,4,56,4.6,1,2,"Yes",1,2337,1,0,0,"Conservative","Conservative",1,0,0,10596,0
"429","R_2SjbSTrfeOwi02M","jan 8_4",0,2,29,4.1,1,1,"No",4,1130,-3,0,0,"Liberal","Conservative",0,0,0,10273,1
"430","R_2Sl7CRHPxwLEcoh","jan 21_3",1,5,42,3.8,2,1,"No",3,1009,-1,0,0,"Liberal","Conservative",0,1,0,14412,0
"431","R_2Sqv4D8wRKeJci6","dec 10_2",1,5,39,4,1,2,"Yes",3,1005,0,0,0,"Moderate","Neutral",0,1,0,12514,0
"432","R_2SrgFpNoNcvZ3kM","jan 13_2",0,3,27,2.8,2,4,"No",4,578,1,0,0,"Conservative","Liberal",0,0,0,12062,0
"433","R_2SwaWYT9Z0GxJ5q","nov 20_1",0,1,21,3.4,0,0,"No",2,1976,0,1,0,"Moderate","Conservative",0,0,0,11549,0
"434","R_2sXCQ77iEdySBYy","dec 18_1",0,3,62,2.5,0,0,"No",1,2102,1,1,0,"Conservative","Conservative",1,0,0,11915,0
"435","R_2SxDzQPeVbkgDQN","feb 6_2",0,4,24,3.8,0,3,"No",1,4973,0,0,0,"Moderate","Liberal",0,0,0,10623,0
"436","R_2sZILVrKxGdj810","dec 3_1",0,3,52,3.8,2,2,"No",4,1181,-2,1,0,"Liberal","Neutral",0,0,0,13863,0
"437","R_2t3BSKtQgSdhLVJ","feb 4_3",0,4,62,3.2,0,1,"Yes",3,2245,-2,1,0,"Liberal","Neutral",0,0,0,13799,0
"438","R_2tihGVk4Y4YvxIm","feb 6_2",0,4,73,4.6,0,1,"No",1,1020,0,1,0,"Moderate","Liberal",0,0,0,10552,0
"439","R_2tlfsdOtK0j1kax","jan 8_1",0,3,61,5,2,1,"No",4,1021,0,1,0,"Moderate","Conservative",0,0,0,10381,0
"440","R_2toipjlRdRveuWb","jan 13_1",1,5,22,2.9,1,1,"No",3,1163,-1,1,0,"Liberal","Neutral",0,1,0,11965,0
"441","R_2trq3IQUIXZEq3v","dec 17_1",0,4,30,4.1,2,3,"Yes",4,766,-1,0,0,"Liberal","Conservative",0,0,0,11147,0
"442","R_2TtVlsYYltk0R47","jan 21_1",1,6,39,4.4,0,2,"No",1,2120,0,1,0,"Moderate","Conservative",0,1,0,14483,1
"443","R_2Uhzo34fZR85AEk","dec 16_1",0,4,45,4.1,0,2,"No",3,2141,0,1,0,"Moderate","Conservative",0,0,0,10230,0
"444","R_2Ui1WSPUUouP45t","jan 13_1",0,7,24,3.1,1,2,"No",3,1115,-2,0,0,"Liberal","Neutral",0,0,0,12004,1
"445","R_2uIYVRr4oUttwIv","dec 12_1",0,3,65,3.2,3,2,"Yes",3,1217,0,0,0,"Moderate","Conservative",0,0,0,14105,0
"446","R_2uOrQTp2g87j2KX","dec 10_2",0,4,71,3.8,2,4,"Not Sure",4,3082,-1,1,0,"Liberal","Neutral",0,0,0,12555,0
"447","R_2uPLJCITIlzEn1n","jan 28_1",1,4,49,3.7,1,2,"Not Sure",1,1448,-1,1,0,"Liberal","Conservative",0,1,0,12904,0
"448","R_2urjjHxahr1y2T5","dec 19_1",1,7,21,5,2,1,"Yes",3,1042,-1,0,0,"Liberal","Conservative",0,1,0,12677,0
"449","R_2urpgHYx4FGOrax","dec 11_1",1,6,27,3.6,1,1,"No",3,641,2,0,0,"Conservative","Conservative",1,1,0,13304,0
"450","R_2UVNPCZ6P36Qcy2","dec 2_3",0,2,69,2.3,0,2,"No",1,3430,2,0,0,"Conservative","Neutral",0,0,0,13100,0
"451","R_2V2UvjtB1wAeq5q","feb 6_3",1,7,72,4.8,1,1,"No",3,2051,0,0,0,"Moderate","Conservative",0,1,0,10569,0
"452","R_2v6OTrjajUNxKqV","jan 21_3",0,2,37,4.4,2,3,"No",4,781,-2,0,0,"Liberal","Conservative",0,0,0,14356,0
"453","R_2v6rDJgwdrNuMiz","jan 6_1",0,4,75,2.5,3,2,"No",5,2011,-1,0,0,"Liberal","Conservative",0,0,0,13459,0
"454","R_2V8gRRDpjlIbUfg","jan 13_2",0,5,29,4.7,2,0,"Yes",2,1882,-3,1,0,"Liberal","Liberal",1,0,0,12066,0
"455","R_2V8PYoim4xH2gNd","dec 16_1",1,7,69,2.7,0,1,"No",1,1951,0,0,0,"Moderate","Conservative",0,1,0,10121,0
"456","R_2VaPQafTBKeIFky","dec 4_2",0,4,59,2.7,1,1,"No",1,1216,0,0,0,"Moderate","Liberal",0,0,0,9953,0
"457","R_2vcf5udj3lZiyaN","feb 5_1",0,2,41,4.2,1,0,"Yes",3,1205,-3,1,0,"Liberal","Conservative",0,0,0,14618,0
"458","R_2VDy282YdzPUfWH","feb 4_3",0,1,37,4.1,1,3,"No",1,1362,-3,1,0,"Liberal","Neutral",0,0,0,13845,0
"459","R_2VJS8811boRJPpJ","jan 27_3",1,6,38,3.8,2,2,"Yes",2,1098,0,1,0,"Moderate","Neutral",0,1,0,12234,0
"460","R_2vk7b0jlgKHK1kW","dec 12_1",0,1,72,3.6,0,1,"No",1,1301,0,0,0,"Moderate","Conservative",0,0,0,14094,0
"461","R_2VxNkkaMXW5QSwR","jan 8_1",1,5,25,4.6,1,1,"No",3,470,1,0,0,"Conservative","Conservative",1,1,0,10304,0
"462","R_2w4VPL0yAM2lpoU","jan 21_3",0,4,39,3.5,0,4,"No",3,1000,3,0,0,"Conservative","Conservative",1,0,0,14354,0
"463","R_2WBVeIzFjglraMH","dec 10_1",1,5,42,3.1,1,2,"No",4,887,0,1,0,"Moderate","Conservative",0,1,0,12443,0
"464","R_2wcr78MiptNgCdE","feb 5_3",0,2,25,3.9,2,3,"No",3,1691,-1,1,0,"Liberal","Neutral",0,0,0,14581,0
"465","R_2wFTj4sTF64Mqbz","feb 4_3",0,3,60,4.7,3,2,"No",4,1463,2,0,0,"Conservative","Neutral",0,0,0,13698,1
"466","R_2wFxNSBEyEVE78S","nov 20_1",0,4,18,3.6,3,3,"No",1,956,-3,1,0,"Liberal","Conservative",0,0,0,11610,0
"467","R_2wHVMd4PZc0u31h","jan 13_1",0,4,51,3.4,2,3,"Yes",2,1697,3,1,0,"Conservative","Neutral",0,0,0,12084,1
"468","R_2wLHmpgSE27DX6O","jan 13_2",0,4,54,4.5,2,1,"No",4,2850,-2,0,0,"Liberal","Liberal",1,0,0,12008,0
"469","R_2WN272agqEOO9Kp","jan 13_2",0,2,61,3.6,0,2,"Yes",1,1529,0,0,0,"Moderate","Liberal",0,0,0,11964,0
"470","R_2wRh9fM3LrD7rwF","nov 20_3",1,7,62,3.2,0,0,"No",2,1943,2,1,0,"Conservative","Neutral",0,1,0,11535,0
"471","R_2wsGaDhDmjRawYj","jan 8_4",1,5,52,4.6,3,4,"No",2,1026,-1,1,0,"Liberal","Conservative",0,1,0,10332,0
"472","R_2wStqc9F2ZazCJr","dec 17_1",1,5,34,4.6,0,2,"No",4,1005,3,0,0,"Conservative","Conservative",1,1,0,11075,0
"473","R_2wtPqYUkG6kz2jk","dec 2_3",0,4,26,3.6,0,0,"No",2,961,-2,1,0,"Liberal","Neutral",0,0,0,13161,0
"474","R_2wucJwd0FxW4jfk","dec 16_1",0,4,38,3.1,0,0,"No",2,963,0,0,0,"Moderate","Conservative",0,0,0,10170,0
"475","R_2wviMKPThygV5Bi","jan 13_1",1,6,50,3.4,1,2,"No",3,2802,-2,1,0,"Liberal","Neutral",0,1,0,11975,0
"476","R_2wysbE4vfnMqEIS","dec 10_2",0,4,36,2.4,1,2,"No",2,1412,0,1,0,"Moderate","Neutral",0,0,0,12449,0
"477","R_2xCUQYkhWm9hoiX","jan 8_1",1,6,49,3.4,3,2,"No",3,553,0,1,0,"Moderate","Conservative",0,1,0,10358,0
"478","R_2Xd4MoT8urJMcRZ","jan 21_3",0,1,40,4,0,0,"No",2,1282,0,1,0,"Moderate","Conservative",0,0,0,14329,0
"479","R_2xD9d8mbCqVCyK0","dec 18_1",0,3,61,3.3,1,3,"No",2,3608,1,1,0,"Conservative","Conservative",1,0,0,11940,0
"480","R_2xDfhfQb3OfLtCE","feb 4_1",0,2,43,4.4,1,1,"Yes",3,5695,-1,0,0,"Liberal","Conservative",0,0,0,13775,0
"481","R_2XjnKI84dCV6DLv","jan 13_1",0,4,53,3.2,3,2,"No",4,1276,2,1,0,"Conservative","Neutral",0,0,0,11969,0
"482","R_2xLiXCcNY646FvE","jan 8_4",0,4,57,4,3,1,"Yes",3,1768,-1,1,0,"Liberal","Conservative",0,0,0,10342,1
"483","R_2xMmgotDvsm6rPC","feb 6_3",0,3,66,2.6,0,0,"Yes",4,1741,1,0,0,"Conservative","Conservative",1,0,0,10586,0
"484","R_2XpqJddXnGtETCf","nov 21_1",0,1,40,2.9,0,1,"Yes",2,940,-1,0,0,"Liberal","Conservative",0,0,0,12272,0
"485","R_2XpxTMV2YfDbwPt","jan 13_2",1,6,28,3.8,1,3,"No",3,1279,-1,1,0,"Liberal","Liberal",1,1,0,12037,0
"486","R_2xR873R8i2CUnEh","jan 8_4",0,1,37,4.1,1,3,"No",4,1411,0,1,0,"Moderate","Conservative",0,0,0,10387,0
"487","R_2xRiJruhGHJTMn4","feb 5_3",0,3,36,3,1,3,"No",2,1853,1,1,0,"Conservative","Neutral",0,0,0,14600,0
"488","R_2xWvJyjVUjhPnCA","dec 3_1",0,3,46,4.4,0,1,"No",2,1991,0,0,0,"Moderate","Neutral",0,0,0,13878,0
"489","R_2xxd2sxmsFW6pVV","jan 27_3",0,1,35,4.8,1,2,"No",1,1594,-1,0,0,"Liberal","Neutral",0,0,0,12122,1
"490","R_2Y49kJ0ge7UyYb1","dec 4_1",1,6,53,3,1,2,"Yes",1,1562,-2,0,0,"Liberal","Conservative",0,1,0,9957,0
"491","R_2Y4Fb4kINycOlI3","dec 12_1",0,1,46,3.4,2,3,"No",1,760,3,1,0,"Conservative","Conservative",1,0,0,14081,0
"492","R_2y4xrjGgucuSWgC","dec 4_2",0,4,62,3.8,2,2,"No",3,1244,-1,1,0,"Liberal","Liberal",1,0,0,9925,0
"493","R_2Y9xf2vU40Z1u53","feb 5_1",1,7,50,3.3,0,3,"No",1,1421,3,1,0,"Conservative","Conservative",1,1,0,14623,0
"494","R_2YblmY1wjh6Qyqb","feb 6_2",0,4,48,2.8,0,3,"No",3,2038,0,1,0,"Moderate","Liberal",0,0,0,10568,0
"495","R_2yeX6jmzjLqgWGe","jan 21_1",1,7,53,1.6,2,1,"No",1,1434,1,1,0,"Conservative","Conservative",1,1,0,14402,0
"496","R_2YffBA9QyBY7QaU","jan 8_1",1,6,43,4.4,1,2,"No",2,2809,1,1,0,"Conservative","Conservative",1,1,0,10250,1
"497","R_2YfvySJWC3x633m","jan 8_1",1,5,22,3.9,0,1,"No",1,977,-2,0,0,"Liberal","Conservative",0,1,0,10307,0
"498","R_2YfzzQ5myFx5Ttl","dec 4_2",0,1,24,4.5,0,3,"No",1,782,-2,1,0,"Liberal","Liberal",1,0,0,9962,0
"499","R_2yj6latIXFgsk1z","jan 21_3",0,2,37,4.7,1,1,"No",3,1281,-1,0,0,"Liberal","Conservative",0,0,0,14377,0
"500","R_2yj6YYrw2p7UJbA","feb 5_3",0,1,70,3.4,1,1,"No",3,1203,0,0,0,"Moderate","Neutral",0,0,0,14486,0
"501","R_2yjcRyivWmis2g1","dec 10_2",0,1,55,3.6,1,1,"Not Sure",2,574,0,1,0,"Moderate","Neutral",0,0,0,12436,0
"502","R_2YkX2rMEfvRA0nh","jan 13_2",0,4,48,3.4,0,3,"Yes",1,1988,1,0,0,"Conservative","Liberal",0,0,0,12011,0
"503","R_2ylbqdhbBq30w9Y","jan 27_3",1,7,31,3,0,2,"Yes",1,2188,0,0,0,"Moderate","Neutral",0,1,0,12218,1
"504","R_2ylQ9fjAXY21Pde","dec 10_2",0,2,26,4.8,1,4,"No",3,761,-3,1,0,"Liberal","Neutral",0,0,0,12538,0
"505","R_2Yn3GwedC6cAB6C","dec 4_2",0,4,26,4.2,0,1,"No",2,1402,2,1,0,"Conservative","Liberal",0,0,0,9978,1
"506","R_2YnRjybeHGYh82N","dec 3_1",0,4,50,4.6,1,3,"No",2,1473,-3,0,0,"Liberal","Neutral",0,0,0,13851,0
"507","R_2YnVUGb8gYRONEo","dec 10_2",0,3,36,4.5,0,3,"Not Sure",4,1614,-3,1,0,"Liberal","Neutral",0,0,0,12549,0
"508","R_2YPQ81aCEnxlHYN","feb 6_2",0,4,71,3.7,2,2,"Yes",4,2124,2,1,0,"Conservative","Liberal",0,0,0,10572,0
"509","R_2Yz846MuEhCcFwR","feb 6_2",0,4,32,4.3,2,2,"No",5,640,-2,1,0,"Liberal","Liberal",1,0,0,10550,0
"510","R_2z6yY57WtskNY0W","jan 21_3",1,6,65,4.6,1,1,"No",3,819,1,0,0,"Conservative","Conservative",1,1,0,14387,0
"511","R_2zAxNRa92HWMGfk","jan 28_1",0,4,41,4,0,2,"No",2,1181,2,0,0,"Conservative","Conservative",1,0,0,12937,1
"512","R_2zIqBBTRWLZWyqh","jan 21_1",0,2,56,4.9,0,1,"Yes",1,2884,-2,0,0,"Liberal","Conservative",0,0,0,14414,1
"513","R_2zkbShY58OfXD49","dec 4_2",1,6,57,3.9,2,2,"No",3,779,-2,1,0,"Liberal","Liberal",1,1,0,10016,0
"514","R_2ZKvYLXpHivYEki","dec 16_1",0,3,32,5,0,1,"No",1,1001,-3,0,0,"Liberal","Conservative",0,0,0,10086,1
"515","R_2zP9QjW3rs4Am83","nov 20_3",0,2,70,3.2,0,2,"No",3,1230,-2,1,0,"Liberal","Neutral",0,0,0,11607,0
"516","R_2zq15LfyonpDzm4","nov 20_3",0,3,45,3.8,1,0,"No",1,857,1,1,0,"Conservative","Neutral",0,0,0,11589,0
"517","R_2ZVPrLqE80LVsdm","dec 12_1",0,5,69,4.4,1,2,"Not Sure",1,1880,3,0,0,"Conservative","Conservative",1,0,0,14070,0
"518","R_2zYZ2pKv3JKjlH0","nov 20_3",1,6,48,3,1,0,"No",3,783,-2,1,0,"Liberal","Neutral",0,1,0,11626,0
"519","R_302xfwESdHIBFnu","dec 10_1",1,7,50,4.2,0,2,"Yes",2,2377,1,0,0,"Conservative","Conservative",1,1,0,12486,0
"520","R_3032gjgHKR5VDbK","dec 3_2",0,4,18,3.7,0,3,"No",1,897,-2,0,0,"Liberal","Liberal",1,0,0,13854,0
"521","R_30f1XVVjM9hG3sy","jan 8_1",0,1,66,5,0,1,"No",4,1272,-3,1,0,"Liberal","Conservative",0,0,0,10365,0
"522","R_30ieUa4cTUfoZjk","jan 13_2",0,2,65,2,0,1,"Not Sure",1,1057,0,1,0,"Moderate","Liberal",0,0,0,12083,0
"523","R_30iqbCh2HnjGz7g","feb 4_3",0,1,20,3.5,0,2,"Yes",1,1120,0,0,0,"Moderate","Neutral",0,0,0,13738,0
"524","R_30jXLot1WtdCkRO","jan 6_1",1,6,18,3.6,0,2,"Yes",1,751,0,0,0,"Moderate","Conservative",0,1,0,13480,0
"525","R_31EiBV7TSPicBX1","feb 4_3",0,1,28,3.2,0,1,"Yes",2,654,0,0,0,"Moderate","Neutral",0,0,0,13758,0
"526","R_31FXLPkBkH0GCfJ","dec 4_1",1,6,48,4.1,0,1,"No",2,1690,0,1,0,"Moderate","Conservative",0,1,0,10017,0
"527","R_31jx9UNNyiAyof3","jan 8_1",1,6,76,4.5,2,0,"No",4,1038,-2,1,0,"Liberal","Conservative",0,1,0,10347,0
"528","R_31mc652anIWWaVV","jan 8_4",1,7,24,3.8,0,2,"Yes",1,780,-3,0,0,"Liberal","Conservative",0,1,0,10322,0
"529","R_31nkrNiAnJ8wCUJ","jan 6_1",0,1,57,4.3,0,1,"No",1,1524,0,0,0,"Moderate","Conservative",0,0,0,13440,0
"530","R_31o89GdXWWdpj2P","jan 13_1",1,6,18,2.6,2,3,"No",1,609,2,0,0,"Conservative","Neutral",0,1,0,12050,0
"531","R_31u4YnAXRnOk4a4","dec 3_2",0,3,38,4.6,0,3,"Yes",1,2576,2,0,0,"Conservative","Liberal",0,0,0,13902,0
"532","R_31uRQdRb0AV9MMY","dec 10_2",0,5,18,3.7,0,2,"No",0,1111,0,0,0,"Moderate","Neutral",0,0,0,12517,0
