ResponseId,Day,Article_day,Category,True_Dummy,Seven_Ordinal,Four_Ordinal,Age,Gender,FC_Eval,Dummy_Ideology,Ideo_Congruence,Income_Score,Education_Score,Dig_Lit_Score,Article_Lean,Headline_Link,Search_Term
R_1r6pw2VaV9dw5rN,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Liberal,1,2,4,45,Liberal,0,rand paul dr fauci video
R_1r6pw2VaV9dw5rN,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Liberal,1,2,4,45,Liberal,0,rand paul dr fauci diss
R_1r6pw2VaV9dw5rN,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Liberal,1,2,4,45,Liberal,0,rand paul dr fauci video
R_1r6pw2VaV9dw5rN,Day_5,Day_5_2,TRUE,1,7,4,27,0,FM,Liberal,1,2,4,45,Liberal,0,rand paul dr fauci
R_1r6pw2VaV9dw5rN,Day_5,Day_5_4,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,jim banks nancy pelosi capitol riots tough questions
R_1r6pw2VaV9dw5rN,Day_5,Day_5_4,Misl,0,3,2,27,0,FM,Liberal,0,2,4,45,Conservative,0,jim banks nancy pelosi capitol riots
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall july 25
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall audience
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall july 25
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall july 25
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall audience
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall audience small
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall audience
R_1riwrUHmqUs39Bq,Day_5,Day_5_1,Misl,0,7,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,president biden town hall july 25
R_1riwrUHmqUs39Bq,Day_5,Day_5_4,Misl,0,1,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,nancy pelosi capitol break in
R_1riwrUHmqUs39Bq,Day_5,Day_5_4,Misl,0,1,1,24,0,FM,Liberal,0,1,3,59,Conservative,0,nancy pelosi capitol break in fact check
R_25G9Oj3Oz1bckWo,Day_5,Day_5_3,Misl,0,2,2,58,0,FM,Conservative,1,1,2,55,Conservative,0,"unemployment in illinois %2455,000"
R_25G9Oj3Oz1bckWo,Day_5,Day_5_3,Misl,0,2,2,58,0,FM,Conservative,1,1,2,55,Conservative,0,unemployment in illinois %2455%2C000
R_25G9Oj3Oz1bckWo,Day_5,Day_5_3,Misl,0,2,2,58,0,FM,Conservative,1,1,2,55,Conservative,0,unemployment in illinois
R_25G9Oj3Oz1bckWo,Day_5,Day_5_3,Misl,0,2,2,58,0,FM,Conservative,1,1,2,55,Conservative,0,unemployment in illinois
R_25G9Oj3Oz1bckWo,Day_5,Day_5_4,TRUE,1,7,4,58,0,FM,Conservative,1,1,2,55,Conservative,0,pelosi questions security 
R_25zL39zP7wQfHMF,Day_5,Day_5_2,TRUE,1,7,4,30,1,FM,Liberal,1,1,3,64,Liberal,0,rand paul dr fauci senate hearing
R_25zL39zP7wQfHMF,Day_5,Day_5_4,TRUE,1,5,4,30,1,FM,Liberal,0,1,3,64,Conservative,0,bank pelosi tough questions
R_28Vf8dLWto8Ey69,Day_5,Day_5_1,TRUE,1,6,3,32,1,FM,Conservative,1,1,2,61,Conservative,0,was trumps rally larger than bidens town hall
R_28Vf8dLWto8Ey69,Day_5,Day_5_4,TRUE,1,5,3,32,1,FM,Conservative,1,1,2,61,Conservative,0,was pelosi responsible for breakdown of security on jan 6
R_2E6tJkRqyU26MRc,Day_5,Day_5_1,TRUE,1,5,3,37,0,FM,Liberal,0,1,5,55,Conservative,0,july 2021 trump rally arizona
R_2E6tJkRqyU26MRc,Day_5,Day_5_1,TRUE,1,5,3,37,0,FM,Liberal,0,1,5,55,Conservative,0,july 2021 trump rally
R_2E6tJkRqyU26MRc,Day_5,Day_5_1,TRUE,1,5,3,37,0,FM,Liberal,0,1,5,55,Conservative,0,biden town hall vs. trump rally july 2021
R_2E6tJkRqyU26MRc,Day_5,Day_5_1,TRUE,1,5,3,37,0,FM,Liberal,0,1,5,55,Conservative,0,trump rally arizona july 2021 crowd size
R_2E6tJkRqyU26MRc,Day_5,Day_5_1,TRUE,1,5,3,37,0,FM,Liberal,0,1,5,55,Conservative,0,july 2021 biden town hall 
R_2E6tJkRqyU26MRc,Day_5,Day_5_3,TRUE,1,7,4,37,0,FM,Liberal,0,1,5,55,Conservative,0,chicago unemployment benefit amount
R_2E6tJkRqyU26MRc,Day_5,Day_5_3,TRUE,1,7,4,37,0,FM,Liberal,0,1,5,55,Conservative,0,federal unemployment benefit exmplanation
R_2E6tJkRqyU26MRc,Day_5,Day_5_3,TRUE,1,7,4,37,0,FM,Liberal,0,1,5,55,Conservative,0,biden town hall size july 2021
R_2E6tJkRqyU26MRc,Day_5,Day_5_3,TRUE,1,7,4,37,0,FM,Liberal,0,1,5,55,Conservative,0,illinois federal covid unemployment benefits
R_2E6tJkRqyU26MRc,Day_5,Day_5_3,TRUE,1,7,4,37,0,FM,Liberal,0,1,5,55,Conservative,0,chicago unemployment benefit for children
R_2EpczuGurvgUtJI,Day_5,Day_5_2,TRUE,1,7,4,51,0,FM,Conservative,0,1,4,60,Liberal,0,rand paul dr fauci
R_2fBPU41ihU8fWoy,Day_5,Day_5_1,Misl,0,2,2,31,1,FM,Liberal,0,1,4,59,Conservative,0,was trumps arizona rally bigger than bidens town hall
R_2fBPU41ihU8fWoy,Day_5,Day_5_2,TRUE,1,6,4,31,1,FM,Liberal,1,1,4,59,Liberal,0,was Fauci correct about gain of function
R_2fBPU41ihU8fWoy,Day_5,Day_5_3,Coul,0,3,2,31,1,FM,Liberal,0,1,4,59,Conservative,0,does uneployed illionis person make %2435%2Fhr
R_2fBPU41ihU8fWoy,Day_5,Day_5_3,Coul,0,3,2,31,1,FM,Liberal,0,1,4,59,Conservative,0,illionis unemployment fact check
R_2fBPU41ihU8fWoy,Day_5,Day_5_3,Coul,0,3,2,31,1,FM,Liberal,0,1,4,59,Conservative,0,average illinois unemployment
R_2fBPU41ihU8fWoy,Day_5,Day_5_3,Coul,0,3,2,31,1,FM,Liberal,0,1,4,59,Conservative,0,average illinois unemployment coronavirus
R_2uCgtpmtDfHxaMW,Day_5,Day_5_1,Misl,0,1,2,38,0,FM,Moderate,0,2,5,46,Conservative,0,Joe Biden empty town hall
R_2uCgtpmtDfHxaMW,Day_5,Day_5_1,Misl,0,1,2,38,0,FM,Moderate,0,2,5,46,Conservative,0,Joe Biden why empty town hall
R_2uCgtpmtDfHxaMW,Day_5,Day_5_1,Misl,0,1,2,38,0,FM,Moderate,0,2,5,46,Conservative,0,Joe Biden empty town hall
R_2uCgtpmtDfHxaMW,Day_5,Day_5_1,Misl,0,1,2,38,0,FM,Moderate,0,2,5,46,Conservative,0,Joe Biden why empty town hall
R_2uCgtpmtDfHxaMW,Day_5,Day_5_3,Misl,0,2,3,38,0,FM,Moderate,0,2,5,46,Conservative,0,unemployed worker in illinois
R_2uCgtpmtDfHxaMW,Day_5,Day_5_4,Misl,0,1,1,38,0,FM,Moderate,0,2,5,46,Conservative,0,Pelosi blame for capitol police cnn
R_2uCgtpmtDfHxaMW,Day_5,Day_5_4,Misl,0,1,1,38,0,FM,Moderate,0,2,5,46,Conservative,0,Pelosi capitol police cnn
R_2uCgtpmtDfHxaMW,Day_5,Day_5_4,Misl,0,1,1,38,0,FM,Moderate,0,2,5,46,Conservative,0,Pelosi capitol police
R_2uCgtpmtDfHxaMW,Day_5,Day_5_4,Misl,0,1,1,38,0,FM,Moderate,0,2,5,46,Conservative,0,is pelosi in charge of capitol police npr
R_2uCgtpmtDfHxaMW,Day_5,Day_5_4,Misl,0,1,1,38,0,FM,Moderate,0,2,5,46,Conservative,0,Pelosi blame for capitol police npr
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,trump rally vs biden rally crowd
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,biden talking about aliens and man on moon
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,trump rally vs biden rally crowd
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,biden talking about aliens
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,trump attracting more crowds then biden in cinncinatti
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_1,Misl,0,2,2,31,0,FM,Liberal,0,1,2,56,Conservative,0,biden town hall vs trump arizona rally
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_2,Coul,0,4,3,31,0,FM,Liberal,1,1,2,56,Liberal,0,was coronavirus caused by gain of function
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_2,Coul,0,4,3,31,0,FM,Liberal,1,1,2,56,Liberal,0,did fauci cause rand paul to be speechless
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_2,Coul,0,4,3,31,0,FM,Liberal,1,1,2,56,Liberal,0,rand paul blaming fauci for corona virus
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_2,Coul,0,4,3,31,0,FM,Liberal,1,1,2,56,Liberal,0,did fauci cause the coronavirus
R_2WNJ1RjJfCCAFuf,Day_5,Day_5_4,Misl,0,1,1,31,0,FM,Liberal,0,1,2,56,Conservative,0,nancy pelosi responsible for breakdown of security
R_2X09OnANVg2Exji,Day_5,Day_5_1,Misl,0,1,1,34,1,FM,Liberal,0,2,4,66,Conservative,0,trump vs biden town hall
R_2X09OnANVg2Exji,Day_5,Day_5_3,Coul,0,4,3,34,1,FM,Liberal,0,2,4,66,Conservative,0,illinois unemployment 
R_2X09OnANVg2Exji,Day_5,Day_5_3,Coul,0,4,3,34,1,FM,Liberal,0,2,4,66,Conservative,0,illinois unemployment
R_2X09OnANVg2Exji,Day_5,Day_5_4,Misl,0,1,1,34,1,FM,Liberal,0,2,4,66,Conservative,0,pelosi responsible for capitol security
R_2Ych1DsBT3dkwsS,Day_5,Day_5_2,TRUE,1,7,4,46,0,FM,Liberal,1,1,4,61,Liberal,0,fauci rand paul exchange
R_2Ych1DsBT3dkwsS,Day_5,Day_5_3,Misl,0,3,2,46,0,FM,Liberal,0,1,4,61,Conservative,0,earnings in illinois on unemployment
R_2Ych1DsBT3dkwsS,Day_5,Day_5_3,Misl,0,3,2,46,0,FM,Liberal,0,1,4,61,Conservative,0,july 25 chicago chamber of congress
R_2Ych1DsBT3dkwsS,Day_5,Day_5_3,Misl,0,3,2,46,0,FM,Liberal,0,1,4,61,Conservative,0,july 25 chicago chamber of congress unemployment
R_2zuOITjRGXurXsh,Day_5,Day_5_2,Misl,0,5,3,39,1,FM,Liberal,1,2,6,47,Liberal,0,gain-of-function research COVID fauci paul
R_2zuOITjRGXurXsh,Day_5,Day_5_4,Misl,0,1,1,39,1,FM,Liberal,0,2,6,47,Conservative,0,pelosi responsible for insurrection
R_306sBubDy78bvTJ,Day_5,Day_5_1,TRUE,1,5,3,55,0,FM,Liberal,0,2,4,61,Conservative,0,On Wednesday%2C President Joe Biden had a town hall event in the Cincinnati area. What most people noticed about the event was some of Biden%27s strange answers during the event.
R_306sBubDy78bvTJ,Day_5,Day_5_1,TRUE,1,5,3,55,0,FM,Liberal,0,2,4,61,Conservative,1,Enthusiasm for Trump%27s rally in Arizona dwarfs President Biden%27s town hall just days earlier
R_306sBubDy78bvTJ,Day_5,Day_5_1,TRUE,1,5,3,55,0,FM,Liberal,0,2,4,61,Conservative,0,There was another unpleasant political reality those clips obscured%2C however%3A The fact that that the town hall was virtually empty.
R_306sBubDy78bvTJ,Day_5,Day_5_2,TRUE,1,6,4,55,0,FM,Liberal,1,2,4,61,Liberal,0,Rand Paul is left speechless after Dr. Fauci tears into him for lying in Senate hearing
R_306sBubDy78bvTJ,Day_5,Day_5_2,TRUE,1,6,4,55,0,FM,Liberal,1,2,4,61,Liberal,0,If anybody is lying here%2C senator%2C it is you%2C%E2%80%99 Fauci tells Sen. Paul in heated exchange at Senate hearing
R_306sBubDy78bvTJ,Day_5,Day_5_4,Misl,0,2,2,55,0,FM,Liberal,0,2,4,61,Conservative,0,Banks found out over Twitter that Pelosi objected to him being picked%2C he shared with MacCallum.
R_306sBubDy78bvTJ,Day_5,Day_5_4,Misl,0,2,2,55,0,FM,Liberal,0,2,4,61,Conservative,0,Banks%3A Pelosi Doesn%27t Want %27Tough Questions%27 Because She%27s Responsible for Breakdown of Security on Jan. 6%27
R_322SG3CYdIrsSHD,Day_5,Day_5_1,TRUE,1,6,4,50,0,FM,Conservative,1,2,4,36,Conservative,1,Enthusiasm for Trump%27s rally in Arizona dwarfs President Biden%27s town hall just days earlier
R_322SG3CYdIrsSHD,Day_5,Day_5_2,Coul,0,3,2,50,0,FM,Conservative,0,2,4,36,Liberal,0,%E2%80%9CThat is correct and Senator Paul you do not know what you are talking about quite frankly and I want to say that officially%2C%E2%80%9D said Fauci%2C
R_322SG3CYdIrsSHD,Day_5,Day_5_4,TRUE,1,5,3,50,0,FM,Conservative,1,2,4,36,Conservative,1,Banks%3A Pelosi Doesn%27t Want %27Tough Questions%27 Because She%27s Responsible for Breakdown of Security on Jan. 6%27
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois policy trustworthy
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment policy
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment benefits
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment policy institute
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois policy institute
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment benefits illinois policy institute
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment
R_3is2WtZ8YVpKCrW,Day_5,Day_5_3,Misl,0,3,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,illinois unemployment illinois policy institute
R_3is2WtZ8YVpKCrW,Day_5,Day_5_4,Misl,0,2,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,rep banks pelosi
R_3is2WtZ8YVpKCrW,Day_5,Day_5_4,Misl,0,2,2,54,0,FM,Liberal,0,2,4,44,Conservative,0,pelosi january 6 committee
R_3O0l1bztIS0E79D,Day_5,Day_5_2,TRUE,1,6,3,42,0,FM,Liberal,1,3,5,57,Liberal,0,fauci vs paul
R_3O0l1bztIS0E79D,Day_5,Day_5_3,TRUE,1,7,4,42,0,FM,Liberal,0,3,5,57,Conservative,0,illinois unemployment rates
R_3O0l1bztIS0E79D,Day_5,Day_5_3,TRUE,1,7,4,42,0,FM,Liberal,0,3,5,57,Conservative,0,illinois unemployment amounts
R_3O0l1bztIS0E79D,Day_5,Day_5_3,TRUE,1,7,4,42,0,FM,Liberal,0,3,5,57,Conservative,0,illinois unemployment rates 2021
R_3O32f87tm4h6a6e,Day_5,Day_5_3,TRUE,1,4,3,34,1,FM,Liberal,0,1,4,57,Conservative,0,illinois pandemic how much average making employment
R_3O32f87tm4h6a6e,Day_5,Day_5_4,Misl,0,1,1,34,1,FM,Liberal,0,1,4,57,Conservative,0,is pelosi responsible for capitol riot
R_3O7AsSrPlAJs2pD,Day_5,Day_5_1,Misl,0,2,2,39,0,FM,Conservative,1,1,5,61,Conservative,1,Enthusiasm for Trump%27s rally in Arizona dwarfs President Biden%27s town hall just days earlier
R_3O7AsSrPlAJs2pD,Day_5,Day_5_3,TRUE,1,5,3,39,0,FM,Conservative,1,1,5,61,Conservative,1,Chicago Chamber Of Commerce Rages As Average Unemployed Illinoisan Parent Earns %2435%2FHour Sitting On The Couch
R_3qNDPkjAt7NFDOp,Day_5,Day_5_1,TRUE,1,6,4,30,1,FM,Conservative,1,2,2,61,Conservative,0,joe biden town hall cincinatti attendance
R_3qNDPkjAt7NFDOp,Day_5,Day_5_1,TRUE,1,6,4,30,1,FM,Conservative,1,2,2,61,Conservative,0,joe biden town hall cincinatti
R_3qNDPkjAt7NFDOp,Day_5,Day_5_1,TRUE,1,6,4,30,1,FM,Conservative,1,2,2,61,Conservative,0,donald trump arizona rally
R_3qNDPkjAt7NFDOp,Day_5,Day_5_3,Coul,0,5,3,30,1,FM,Conservative,1,2,2,61,Conservative,0,illinois unemployment
R_3qNDPkjAt7NFDOp,Day_5,Day_5_3,Coul,0,5,3,30,1,FM,Conservative,1,2,2,61,Conservative,0,illinois unemployment more than working
R_3qQknFvrUoCBwPS,Day_5,Day_5_2,TRUE,1,5,3,24,1,FM,Liberal,1,2,4,46,Liberal,0,anthony fauci rand paul NIH gain of function 
R_3qQknFvrUoCBwPS,Day_5,Day_5_2,TRUE,1,5,3,24,1,FM,Liberal,1,2,4,46,Liberal,0,anthony fauci rand paul NIH
R_3qQknFvrUoCBwPS,Day_5,Day_5_3,Misl,0,5,2,24,1,FM,Liberal,0,2,4,46,Conservative,0,unemployment illinois covid 19 jobs
R_3qQknFvrUoCBwPS,Day_5,Day_5_3,Misl,0,5,2,24,1,FM,Liberal,0,2,4,46,Conservative,0,unemployment illinois %2435%2Fhr Chicago chamber of commerce
R_3qQknFvrUoCBwPS,Day_5,Day_5_3,Misl,0,5,2,24,1,FM,Liberal,0,2,4,46,Conservative,0,unemployment illinois covid 19 pritzker
R_3qQknFvrUoCBwPS,Day_5,Day_5_3,Misl,0,5,2,24,1,FM,Liberal,0,2,4,46,Conservative,0,unemployment illinois going back to work 
R_3qQknFvrUoCBwPS,Day_5,Day_5_4,Misl,0,6,2,24,1,FM,Liberal,0,2,4,46,Conservative,0,nancy pelosi capitol riots security January 6th
R_Apn3NGwBk3ko677,Day_5,Day_5_1,Misl,0,2,2,47,0,FM,Liberal,0,1,3,62,Conservative,0,Trump more popular than Biden july 2021
R_Apn3NGwBk3ko677,Day_5,Day_5_1,Misl,0,2,2,47,0,FM,Liberal,0,1,3,62,Conservative,0,Trump is outdrawing Joe Biden
R_Apn3NGwBk3ko677,Day_5,Day_5_1,Misl,0,2,2,47,0,FM,Liberal,0,1,3,62,Conservative,0,Trump is out drawing Joe Biden 2021
R_Apn3NGwBk3ko677,Day_5,Day_5_3,Misl,0,4,3,47,0,FM,Liberal,0,1,3,62,Conservative,0,Illinois employers are hurting from a lack of workers
R_Apn3NGwBk3ko677,Day_5,Day_5_4,Misl,0,1,1,47,0,FM,Liberal,0,1,3,62,Conservative,0,Pelosi is ultimately responsible for the break down of security at the Capitol
R_DAUkiYGCMsVqL1T,Day_5,Day_5_2,TRUE,1,6,4,22,0,FM,Liberal,1,1,4,49,Liberal,0,rand paul dr fauci
R_DAUkiYGCMsVqL1T,Day_5,Day_5_3,TRUE,1,5,3,22,0,FM,Liberal,0,1,4,49,Conservative,0,how much can you get from unemployment illinois
R_efYD2X90SDXjbDr,Day_5,Day_5_1,TRUE,1,6,4,37,1,FM,Conservative,1,1,5,62,Conservative,0,did trump%27s july 2021 rally in AZ have significantly more people show up than Biden%27s town hall%3F
R_efYD2X90SDXjbDr,Day_5,Day_5_1,TRUE,1,6,4,37,1,FM,Conservative,1,1,5,62,Conservative,0,trump rally july 2021 size
R_efYD2X90SDXjbDr,Day_5,Day_5_1,TRUE,1,6,4,37,1,FM,Conservative,1,1,5,62,Conservative,0,biden town hall july 21 compared to trump rally
R_efYD2X90SDXjbDr,Day_5,Day_5_4,TRUE,1,7,4,37,1,FM,Conservative,1,1,5,62,Conservative,0,did pelosi pick for january 6th committee
R_efYD2X90SDXjbDr,Day_5,Day_5_4,TRUE,1,7,4,37,1,FM,Conservative,1,1,5,62,Conservative,0,did pelosi refuse republican picks for january 6th commission
R_eJLv4Pxag6jn2nv,Day_5,Day_5_1,TRUE,1,4,3,59,1,FM,Conservative,1,3,2,52,Conservative,0,Trump%27s rally in Arizona dwarfs President Biden%27s town hall
R_eJLv4Pxag6jn2nv,Day_5,Day_5_4,TRUE,1,4,3,59,1,FM,Conservative,1,3,2,52,Conservative,0,Responsible for Breakdown of Security on Jan. 6
R_eJLv4Pxag6jn2nv,Day_5,Day_5_4,TRUE,1,4,3,59,1,FM,Conservative,1,3,2,52,Conservative,0,Pelosi objected to such picks because she was afraid of %22tough questions.%22
R_eJLv4Pxag6jn2nv,Day_5,Day_5_4,TRUE,1,4,3,59,1,FM,Conservative,1,3,2,52,Conservative,0,pelosi Responsible for Breakdown of Security on Jan. 6
R_eJLv4Pxag6jn2nv,Day_5,Day_5_4,TRUE,1,4,3,59,1,FM,Conservative,1,3,2,52,Conservative,0,Pelosi afraid of %22tough questions.%22
R_O9hC6DFaKWQT4U9,Day_5,Day_5_1,Misl,0,1,2,22,0,FM,Liberal,0,1,2,54,Conservative,0,trump rally arizona
R_O9hC6DFaKWQT4U9,Day_5,Day_5_3,TRUE,1,5,3,22,0,FM,Liberal,0,1,2,54,Conservative,0,chicago illinois unemployment
R_OsdoD6E1FKFHsw9,Day_5,Day_5_2,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Liberal,0,raND PAUL is left speechless
R_OsdoD6E1FKFHsw9,Day_5,Day_5_2,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Liberal,0,raND PAUL is left speechless
R_OsdoD6E1FKFHsw9,Day_5,Day_5_2,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Liberal,0,raND PAUL is left speechless
R_OsdoD6E1FKFHsw9,Day_5,Day_5_2,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Liberal,0,raND PAUL is left speechless
R_OsdoD6E1FKFHsw9,Day_5,Day_5_3,TRUE,1,4,4,33,0,FM,Moderate,0,1,3,54,Conservative,0,chicago chamber of commerce rages
R_OsdoD6E1FKFHsw9,Day_5,Day_5_4,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Conservative,0,pelosi doesnt want tough
R_OsdoD6E1FKFHsw9,Day_5,Day_5_4,TRUE,1,7,4,33,0,FM,Moderate,0,1,3,54,Conservative,0,pelosi doesnt want tough questions
R_scFn1mwxx5UC0Jr,Day_5,Day_5_1,TRUE,1,7,4,39,1,FM,Conservative,1,1,4,65,Conservative,0,arizona trump rally attendance
R_scFn1mwxx5UC0Jr,Day_5,Day_5_1,TRUE,1,7,4,39,1,FM,Conservative,1,1,4,65,Conservative,0,trump rally versus biden town hall
R_scFn1mwxx5UC0Jr,Day_5,Day_5_2,Misl,0,3,2,39,1,FM,Conservative,0,1,4,65,Liberal,0,dr. fauci rand paul
R_scFn1mwxx5UC0Jr,Day_5,Day_5_3,TRUE,1,6,3,39,1,FM,Conservative,1,1,4,65,Conservative,0,chicago %2435%2Fhour unemployment
R_scFn1mwxx5UC0Jr,Day_5,Day_5_3,TRUE,1,6,3,39,1,FM,Conservative,1,1,4,65,Conservative,0,chicago chamber of commerce unemployment
R_sSsZVOcNeOs958R,Day_5,Day_5_1,Misl,0,3,3,50,0,FM,Moderate,0,2,2,56,Conservative,0,is biden drawing smaller crowds than trump%3F 
R_sSsZVOcNeOs958R,Day_5,Day_5_4,Misl,0,2,2,50,0,FM,Moderate,0,2,2,56,Conservative,0,Pelosi responsible for breadown in security during the capitol riot
R_Wp3emX41akz72wN,Day_5,Day_5_1,TRUE,1,7,4,34,0,FM,Liberal,0,1,5,66,Conservative,0,trumps rally during bidens town hall
R_Wp3emX41akz72wN,Day_5,Day_5_2,TRUE,1,7,4,34,0,FM,Liberal,1,1,5,66,Liberal,0,rand paul ripped by fauci
R_Wp3emX41akz72wN,Day_5,Day_5_3,TRUE,1,5,3,34,0,FM,Liberal,0,1,5,66,Conservative,0,people are gettin paid more in unemployment than at a job
R_YRBRReZUnwWr7IB,Day_5,Day_5_2,TRUE,1,7,4,36,1,FM,Liberal,1,1,2,51,Liberal,0,rand paul speechless
R_YRBRReZUnwWr7IB,Day_5,Day_5_4,Coul,0,3,2,36,1,FM,Liberal,0,1,2,51,Conservative,0,pelosi don%27t want questions because she is responsible
R_ZjBiQVnt3vSlo41,Day_5,Day_5_1,TRUE,1,6,3,23,1,FM,Conservative,1,1,2,44,Conservative,0,trumps rally in arizona vs bidens town hall in cincinnati
R_ZjBiQVnt3vSlo41,Day_5,Day_5_4,Misl,0,2,2,23,1,FM,Conservative,1,1,2,44,Conservative,0,Pelosi doesnt want tough questions from Jan 6th riot
R_ZjBiQVnt3vSlo41,Day_5,Day_5_4,Misl,0,2,2,23,1,FM,Conservative,1,1,2,44,Conservative,0,nancy pelosi capitol police
R_0qxXxT2096WCgOB,Day_6,Day_6_1,TRUE,1,6,3,33,0,FM,Conservative,1,2,4,44,Conservative,1,Ashli Babbitt%27s Mom%3A Nancy Pelosi Orchestrated the Killing of My Daughter
R_1EiZlx7SqdknrKq,Day_6,Day_6_1,TRUE,1,5,4,23,1,FM,Conservative,1,1,2,43,Conservative,1,https%3A%2F%2Fthefederalistpapers.org%2Fus%2Fashli-babbitts-mom-nancy-pelosi-orchestrated-killing-daughter
R_1EiZlx7SqdknrKq,Day_6,Day_6_4,TRUE,1,6,4,23,1,FM,Conservative,1,1,2,43,Conservative,1,Trump Rejects %27Fake%27 Jan. 6 Panel%3A %27Will Nancy Investigate Herself%3F%27
R_1gexZ1oqGVoRnz4,Day_6,Day_6_1,Misl,0,1,1,32,0,FM,Liberal,0,1,2,65,Conservative,0,who killed ashli babbitt%3F
R_1IkQzvoGKaQSRwd,Day_6,Day_6_4,Coul,0,4,2,40,0,FM,Conservative,1,3,3,62,Conservative,0,nancy pelosi jan 6 select committee
R_1IkQzvoGKaQSRwd,Day_6,Day_6_4,Coul,0,4,2,40,0,FM,Conservative,1,3,3,62,Conservative,0,nancy pelosi jan 6 select committee trump response
R_1IkQzvoGKaQSRwd,Day_6,Day_6_4,Coul,0,4,2,40,0,FM,Conservative,1,3,3,62,Conservative,0,nancy pelosi jan 6 select committee trump statement
R_1IkQzvoGKaQSRwd,Day_6,Day_6_4,Coul,0,4,2,40,0,FM,Conservative,1,3,3,62,Conservative,0,nancy pelosi jan 6 select committee trump response
R_1reThb0k0XZRTJk,Day_6,Day_6_1,Misl,0,3,2,34,1,FM,Moderate,0,1,4,60,Conservative,0,are there any documented reports of documented reports of Babbitt attacking police officers
