"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","CRT_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"3914","3914","0","T",6,4,73,1,3,"3",0,"1","1288","3.3","jan 21_4","R_3LbbUbs1ytXSP4z","-2",0,1,"4"
"3915","3915","0","T",4,1,56,0,0,"1",1,"1","1487","2.7","jan 21_4","R_300FJAWlO7N1MjN","3",0,1,"4"
"3916","3916","0","T",7,1,52,1,0,"3",1,"0","3419","4.6","jan 21_4","R_pslNQBe2z863L6F","2",0,1,"4"
"3917","3917","0","CND",4,0,60,1,0,"1",0,"0","3274","4.6","jan 21_4","R_3qWJGZyhMcBxQSj","-2",0,0,"4"
"3918","3918","0","T",7,1,62,1,0,"2",1,"1","1135","5","jan 21_4","R_3J5jN4CEmIFBC8C","2",0,1,"4"
"3919","3919","0","FM",1,1,69,1,1,"3",1,"0","1131","2.1","jan 21_4","R_2VjvGZxBtQ73OGL","2",0,0,"4"
"3920","3920","0","T",6,1,65,0,0,"2",0,"1","2150","1.8","jan 21_4","R_CkuYvnn2CTaH9m1","-1",0,1,"4"
"3921","3921","0","T",7,1,62,1,0,"2",1,"1","2396","4","jan 21_4","R_1jNxVyhrC9M4BaA","3",0,1,"4"
"3922","3922","0","T",7,4,50,0,1,"3",0,"1","1000","3.9","jan 21_4","R_11aMPj8nCMzRaPR","-1",0,1,"4"
"3923","3923","0","CND",5,3,40,0,1,"2",0,"1","881","2.6","jan 21_4","R_3JgzNy58ftCUV06","0",0,0,"4"
"3924","3924","0","FM",2,1,61,0,1,"3",1,"0","2605","2","jan 21_4","R_1mX9dN9Yz2JX3ws","2",0,0,"4"
"3925","3925","0","T",6,3,38,0,0,"1",0,"1","1495","4.8","jan 21_4","R_3ehizMIO1G1BUrD","0",0,1,"4"
"3926","3926","0","T",7,1,46,1,0,"1",1,"1","1589","3.4","jan 21_4","R_21sQUwn1qC1N1qv","2",0,1,"4"
"3927","3927","0","T",7,1,62,1,0,"1",NA,"0","2665","1.9","jan 21_4","R_Z2V7I9PrrNwbvJT",NA,0,1,"4"
"3928","3928","0","FM",1,1,69,1,0,"1",1,"0","995","2.7","jan 21_4","R_3hiIhRuw9zo0HTj","3",0,0,"4"
"3929","3929","0","FM",2,3,34,1,0,"2",0,"1","1011","4.6","jan 21_4","R_3hlrThzy5fbN72U","-3",0,0,"4"
"3930","3930","0","T",6,3,43,0,0,"3",0,"0","2815","4.4","jan 21_4","R_1hF2E5FVbABLCwl","0",0,1,"4"
"3931","3931","0","T",6,4,74,0,1,"2",0,"1","1929","4.6","jan 21_4","R_3FUHGbG3SL5VhaN","-1",0,1,"4"
"3932","3932","0","CND",3,1,48,0,0,"1",NA,"1","677","1.6","jan 21_4","R_2dseuN6sedIJ0af",NA,0,0,"4"
"3933","3933","0","T",5,3,45,1,1,"3",0,"1","654","4.2","jan 21_4","R_QbjvuP59qdP2vCN","-1",0,1,"4"
"3934","3934","0","T",6,3,50,0,1,"2",0,"1","1742","4.6","jan 21_4","R_3P4PhywuCUgMqIe","-1",0,1,"4"
"3935","3935","0","CND",3,3,30,0,2,"2",0,"0","862","3.5","jan 21_4","R_2dA1NJ0hRH7YSrT","-3",0,0,"4"
"3936","3936","0","T",5,4,50,0,2,"2",0,"0","635","4.2","jan 21_4","R_7V3FEUrr18Z2wyB","0",0,1,"4"
"3937","3937","0","FM",4,3,34,0,1,"1",1,"1","1502","4.5","jan 21_4","R_3ir3Mn6MH4d89yw","1",0,0,"4"
"3938","3938","0","T",6,3,30,1,2,"1",1,"1","1750","3","jan 21_4","R_3FIiq0qvraEw5IZ","3",0,1,"4"
"3939","3939","0","T",5,1,37,0,0,"0",0,"0","767","4.9","jan 21_5","R_1Fg5jtqq2r4q7bP","-1",0,1,"5"
"3940","3940","0","T",7,3,29,0,1,"2",0,"1","845","3.5","jan 21_5","R_pxToEHi68Ai5mY9","-2",0,1,"5"
"3941","3941","0","T",7,1,28,0,0,"1",0,"0","1562","4.2","jan 21_5","R_1eWWsJ5R4y7ltwZ","0",0,1,"5"
"3942","3942","0","T",7,1,54,1,0,"2",NA,"0","1468","3.7","jan 21_5","R_3r2ESeHE2uInGF3",NA,0,1,"5"
"3943","3943","0","FM",2,1,61,1,0,"0",0,"0","1983","4.9","jan 21_5","R_2zwlOhxHOu0p7pW","3",0,0,"5"
"3944","3944","0","T",7,2,57,1,0,"0",0,"1","1205","4.2","jan 21_5","R_1q1zyhYJYavFdJk","0",0,1,"5"
"3945","3945","0","T",5,1,35,1,0,"0",0,"0","912","2.4","jan 21_5","R_paAU8k51yVTUEdb","0",0,1,"5"
"3946","3946","0","T",7,3,60,0,1,"3",0,"1","741","1","jan 21_5","R_2frKSkVRYZ5wrr0","-1",0,1,"5"
"3947","3947","0","T",7,3,27,0,1,"2",0,"1","829","3.6","jan 21_5","R_sdpEolsjBTws1i1","0",0,1,"5"
"3948","3948","0","T",7,1,63,1,0,"2",0,"1","906","3.4","jan 21_5","R_3EzHWEYMw84tjPo","-2",0,1,"5"
"3949","3949","0","T",6,3,40,0,1,"2",0,"1","6811","4.6","jan 21_5","R_2WuqF7Rm1hf75uw","0",0,1,"5"
"3950","3950","0","T",4,0,60,1,0,"3",0,"0","729","3.8","jan 21_5","R_2Y9hdFrSZxj4cpj","0",0,1,"5"
"3951","3951","0","T",7,1,35,0,2,"0",0,"1","792","4.9","jan 21_5","R_3fuGw37j6DZ2nkH","2",0,1,"5"
"3952","3952","0","T",6,1,69,1,0,"0",0,"0","1501","3.1","jan 21_5","R_2QlEsovPbXGHg5B","0",0,1,"5"
"3953","3953","0","T",7,2,67,0,0,"1",0,"0","2315","4.9","jan 21_5","R_1OCbgurN93mkeuU","3",0,1,"5"
"3954","3954","0","T",4,0,54,1,0,"1",0,"0","968","3.8","jan 21_5","R_3EjM6vgAZW6WAWR","0",0,1,"5"
"3955","3955","0","T",6,1,19,1,3,"2",0,"0","1425","3.8","jan 21_5","R_3Pq1y0SGNcs8QFw","-2",0,1,"5"
"3956","3956","0","T",4,1,38,1,0,"2",0,"0","1887","4.3","jan 21_5","R_x3luJkZX76lZC7L","0",0,1,"5"
"3957","3957","0","T",7,0,36,1,1,"2",0,"1","3861","3.8","jan 21_5","R_2BeojsRMaxHYzxO","2",0,1,"5"
"3958","3958","0","T",5,0,45,0,1,"2",0,"1","1056","3.9","jan 21_5","R_2ZWFSSbZd8ESQ8g","2",0,1,"5"
"3959","3959","0","FM",1,2,37,0,0,"3",0,"0","1283","2.8","jan 21_5","R_2ZJMNoEEtyia8yA","0",0,0,"5"
"3960","3960","0","T",5,1,47,0,0,"2",0,"0","1398","5","jan 21_5","R_2uCO9fr6FjDAcgx","2",0,1,"5"
"3961","3961","0","T",7,3,29,0,0,"0",0,"0","590","3.3","jan 21_5","R_1QN80DsXpgYhz8u","-1",0,1,"5"
"3962","3962","0","T",7,4,45,0,1,"2",0,"1","1092","4.8","jan 21_5","R_7VxBifLRSXNXPYR","-1",0,1,"5"
"3963","3963","0","T",6,5,44,0,2,"2",0,"1","988","4.5","jan 21_5","R_27dGKNWgGVjZbeV","0",0,1,"5"
"3964","3964","0","T",7,2,47,0,0,"3",0,"0","925","3.8","jan 21_5","R_7Puxxrs5d6L191n","-2",0,1,"5"
"3965","3965","0","CND",4,3,25,0,2,"1",0,"0","647","4.5","jan 21_5","R_31WzCORuWt36WtT","1",0,0,"5"
"3966","3966","0","T",7,4,41,0,1,"2",0,"1","1472","3.7","jan 21_5","R_1lyQ3apC8REXfvT","0",0,1,"5"
"3967","3967","0","T",7,4,38,0,3,"1",0,"1","1122","4.7","jan 21_5","R_2RPylNxnKqIEjRU","-2",0,1,"5"
"3968","3968","0","T",6,4,30,1,2,"1",0,"0","752","4","jan 21_5","R_2CJ9QbkgEk2I3H5","-1",0,1,"5"
"3969","3969","0","T",7,3,28,1,0,"0",0,"0","1208","3.7","jan 21_5","R_3k5PG5erQTEe6aj","2",0,1,"5"
"3970","3970","0","CND",3,3,36,0,1,"1",NA,"0","461","4.9","jan 22_2","R_3Myur2vKVA0PkhR",NA,0,0,"2"
"3971","3971","0","CND",2,3,31,0,1,"2",1,"0","779","4.9","jan 22_2","R_w0l1lwVaYdrPwPf","-1",0,0,"2"
"3972","3972","0","FM",6,3,36,0,2,"2",0,"0","851","3.4","jan 22_2","R_20U4JCp5VikB61M","0",0,0,"2"
"3973","3973","0","T",7,1,47,0,0,"1",0,"1","949","3.9","jan 22_2","R_3qU0Q3ZFohYqQSQ","2",0,1,"2"
"3974","3974","0","T",6,3,30,0,1,"3",1,"1","760","4.2","jan 22_2","R_1Ebdk7qlzcqpcaA","-2",0,1,"2"
"3975","3975","0","T",7,3,32,0,3,"2",1,"1","922","5","jan 22_2","R_DxdJyi2dgxm0UEh","-2",0,1,"2"
"3976","3976","0","T",5,3,77,0,0,"1",1,"0","1850","2.7","jan 22_2","R_2V9iUwQA5EYh5qk","-1",0,1,"2"
"3977","3977","0","T",5,3,70,0,1,"1",1,"1","1193","1.5","jan 22_2","R_31zK126zTmDDk1a","-2",0,1,"2"
"3978","3978","0","CND",3,3,40,0,1,"3",0,"1","1619","4.3","jan 22_2","R_3O3yghmZE62OLwo","2",0,0,"2"
"3979","3979","0","T",5,3,32,0,1,"0",1,"0","2483","4.3","jan 22_2","R_3nJxScZPlUM0HMy","-1",0,1,"2"
"3980","3980","0","T",7,1,62,0,0,"0",1,"0","1507","4.6","jan 22_2","R_1mlbdbGQIgGRO8b","-2",0,1,"2"
"3981","3981","0","T",7,1,70,1,1,"2",0,"1","1134","3.2","jan 22_2","R_1Nx1dqDNokGni4n","0",0,1,"2"
"3982","3982","0","FM",3,1,65,1,1,"2",0,"1","2826","4","jan 22_2","R_2TNm5urtmezEwyx","2",0,0,"2"
"3983","3983","0","FM",1,1,57,1,0,"0",0,"1","784","4","jan 22_2","R_Z2KpYHLVccd9Ml3","0",0,0,"2"
"3984","3984","0","T",5,0,30,0,0,"0",1,"1","385","4","jan 22_2","R_1ooHxhFdTfcWrwT","-1",0,1,"2"
"3985","3985","0","FM",4,3,62,1,2,"0",0,"1","1616","3.5","jan 22_2","R_338D9A2YgI6WJhQ","1",0,0,"2"
"3986","3986","0","T",7,1,77,1,1,"2",1,"1","5290","3.1","jan 22_2","R_2ym6wCl4zrkceJQ","-2",0,1,"2"
"3987","3987","0","T",6,1,71,1,1,"2",1,"1","3231","2.6","jan 22_2","R_2YV6JGings5Brkd","-2",0,1,"2"
"3988","3988","0","FM",1,3,67,0,0,"4",0,"1","1369","3.7","jan 22_2","R_3gLdg70CKmMhcmV","3",0,0,"2"
"3989","3989","0","T",7,1,67,1,0,"0",1,"1","831","3.6","jan 22_2","R_1isLlttFZoHBjGR","-2",0,1,"2"
"3990","3990","0","CND",5,3,42,1,1,"2",1,"0","1149","2.6","jan 22_2","R_2pJBOBnAPB3GU5o","-1",0,0,"2"
"3991","3991","0","FM",4,4,25,1,1,"1",1,"1","1522","3.5","jan 22_2","R_AyTAtQ5vGgbjHYl","-3",0,0,"2"
"3992","3992","0","FM",3,3,33,0,0,"3",0,"1","1213","3.8","jan 22_2","R_2zvSrsY1h7Dd5ix","1",0,0,"2"
"3993","3993","0","FM",2,3,47,1,1,"1",0,"1","1976","3.2","jan 22_2","R_3em1vjKz50gEy2e","0",0,0,"2"
"3994","3994","0","FM",5,4,31,1,2,"3",1,"1","1710","3.7","jan 22_2","R_2ygaLt2rzoygKxJ","-1",0,0,"2"
"3995","3995","0","T",7,1,36,1,0,"3",0,"0","653","4","jan 22_2","R_1DRSUD1HEv2vp62","3",0,1,"2"
"3996","3996","0","FM",4,3,45,1,3,"3",1,"0","1989","4.7","jan 22_2","R_3WqkW4Zheow9eLf","-3",0,0,"2"
"3997","3997","0","CND",3,3,40,1,1,"3",0,"1","2134","3.9","jan 22_2","R_1LvZeQdY5H2pmw8","1",0,0,"2"
"3998","3998","0","FM",3,3,37,1,3,"3",0,"0","3435","2.8","jan 22_2","R_W9gUVmFAe8Wjw5z","1",0,0,"2"
"3999","3999","0","FM",6,3,31,1,1,"1",1,"1","1658","4.7","jan 22_2","R_2tnzo1ZrQSRMB6Y","-1",0,0,"2"
"4000","4000","0","FM",1,2,30,1,0,"4",0,"1","6352","3.9","jan 22_2","R_2CTXQK0A5vGdJNS","1",0,0,"2"
"4001","4001","0","FM",1,3,33,0,1,"0",0,"1","483","4.4","jan 22_4","R_1FIHbo6J0ucjmgn","0",0,0,"4"
"4002","4002","0","T",7,1,23,0,1,"1",0,"1","963","4.5","jan 22_4","R_3EZ4ZoFui11OyV1","0",0,1,"4"
"4003","4003","0","T",7,1,44,0,0,"0",0,"1","1126","4.8","jan 22_4","R_2uZNNoTrKDRiQBd","0",0,1,"4"
"4004","4004","0","T",7,1,30,0,0,"2",0,"1","707","2.9","jan 22_4","R_1rDNwGf6TDnaYt7","0",0,1,"4"
"4005","4005","0","T",6,2,45,0,1,"3",0,"0","2164","4.7","jan 22_4","R_BKVXhCiSi7ad6uJ","0",0,1,"4"
"4006","4006","0","T",5,2,46,0,2,"1",0,"1","1249","4.9","jan 22_4","R_x59Nz1jIwIndIBP","2",0,1,"4"
"4007","4007","0","FM",4,2,29,0,1,"2",0,"0","2605","2.7","jan 22_4","R_1k1vuOlWaM5W0V6","2",0,0,"4"
"4008","4008","0","T",7,1,64,1,1,"2",0,"0","1800","5","jan 22_4","R_PZ2zt5fD2gR9poB","0",0,1,"4"
"4009","4009","0","T",7,3,37,0,2,"0",0,"1","3509","3.5","jan 22_4","R_1OjcGnjHwOtWj7P","2",0,1,"4"
"4010","4010","0","T",6,3,75,0,1,"1",0,"1","1152","2.2","jan 22_4","R_1FePGZZNyHNaKFN","0",0,1,"4"
"4011","4011","0","T",6,3,33,0,1,"3",0,"0","3692","4.2","jan 22_4","R_2QVPkYyBqHvk78G","1",0,1,"4"
"4012","4012","0","T",5,1,72,0,1,"2",0,"1","2174","1.8","jan 22_4","R_1qVykz02O4o1sbN","2",0,1,"4"
"4013","4013","0","T",5,1,75,1,1,"2",0,"1","2226","1.4","jan 22_4","R_23UcSw0HJineZws","0",0,1,"4"
"4014","4014","0","T",6,1,72,1,0,"1",0,"1","1381","2.8","jan 22_4","R_tGTZSj9wphFuw0x","0",0,1,"4"
"4015","4015","0","T",7,1,40,1,3,"0",0,"1","1352","4.4","jan 22_4","R_2AXS8DgzknrRoLv","0",0,1,"4"
"4016","4016","0","T",7,1,45,0,1,"2",0,"1","15851","4.3","jan 22_4","R_12z3tBl1X3ZFe3L","-3",0,1,"4"
"4017","4017","0","T",6,1,75,1,0,"4",0,"1","1117","3.4","jan 22_4","R_28J5Twe10Q5FsBA","2",0,1,"4"
"4018","4018","0","T",7,1,60,1,0,"1",0,"0","1852","2","jan 22_4","R_2XcfbIfmPnz7nP4","-3",0,1,"4"
"4019","4019","0","T",7,3,46,0,0,"1",0,"1","586","3","jan 22_4","R_3RiBGPcqmWvjUkh","0",0,1,"4"
"4020","4020","0","T",6,1,57,1,0,"1",0,"1","933","3.5","jan 22_4","R_RIhXNjTuqw72y89","2",0,1,"4"
"4021","4021","0","T",7,2,27,1,0,"3",0,"1","1078","4.1","jan 22_4","R_1oBCblVeDsmnBxw","-2",0,1,"4"
"4022","4022","0","T",6,3,38,1,0,"1",0,"1","795","1.5","jan 22_4","R_2fcD5LIKG4yVQcL","2",0,1,"4"
"4023","4023","0","T",7,3,30,1,0,"3",0,"1","861","4.2","jan 22_4","R_3nxaGJjiWEXoZIa","-3",0,1,"4"
"4024","4024","0","T",6,5,42,1,1,"0",0,"1","669","4.7","jan 22_4","R_2AYAlHqXlXEu1IL","0",0,1,"4"
"4025","4025","0","T",7,1,32,1,0,"1",NA,"1","999","3.6","jan 22_4","R_2VQN4BEjWjvNnQO",NA,0,1,"4"
"4026","4026","0","T",7,2,27,1,0,"2",0,"1","1050","5","jan 22_4","R_2b1tjLjMnf02gjO","-3",0,1,"4"
"4027","4027","0","T",7,4,35,1,1,"3",0,"1","1566","3.8","jan 22_4","R_Zq9weSPOTskR02d","-1",0,1,"4"
"4028","4028","0","T",7,4,48,1,2,"1",0,"0","1387","4.1","jan 22_4","R_1NecIupOzTV9kJ3","-1",0,1,"4"
"4029","4029","0","T",7,3,38,1,3,"3",0,"1","1621","4.8","jan 22_4","R_1IKnHkJ8HljcfUE","1",0,1,"4"
"4030","4030","0","T",6,2,42,1,0,"0",0,"1","1621","4.5","jan 22_4","R_3066hiAEbdrbDbu","2",0,1,"4"
"4031","4031","0","T",7,1,57,0,1,"2",0,"1","734","4.5","jan 22_4","R_1jPrLnI8o8R6PVy","-1",0,1,"4"
"4032","4032","0","T",7,1,21,1,2,"3",0,"1","737","4.8","jan 22_4","R_1dz5iHzWkt3s9gE","-2",0,1,"4"
"4033","4033","0","T",7,3,51,1,0,"0",0,"1","2880","2.3","jan 22_4","R_2aaiKieRb121MCI","3",0,1,"4"
"4034","4034","0","T",7,1,66,1,1,"0",0,"0","1703","3.8","jan 22_4","R_1DVdj5ulLtpCe6f","0",0,1,"4"
"4035","4035","0","T",7,1,44,1,0,"2",0,"1","3809","4.4","jan 22_4","R_vJFMJq65TnTuzcd","2",0,1,"4"
"4036","4036","0","T",7,3,33,1,2,"0",0,"1","84015","3.2","jan 22_4","R_1rGIskVtdo6sHZy","3",0,1,"4"
"4037","4037","0","T",7,2,59,0,0,"3",0,"1","961","3.5","jan 22_5","R_2aP5fieT1UIpLfo","-2",0,1,"5"
"4038","4038","0","T",7,3,55,0,0,"2",0,"1","964","3.9","jan 22_5","R_Zt3h1LKdZbIqrHX","2",0,1,"5"
"4039","4039","0","T",5,5,35,0,3,"4",0,"1","522","4.5","jan 22_5","R_OHkul8SFaFqAIud","0",0,1,"5"
"4040","4040","0","T",6,4,52,0,3,"3",0,"1","1009","3.2","jan 22_5","R_3PYrubjuUjMFdmS","2",0,1,"5"
"4041","4041","0","T",7,3,39,0,1,"4",0,"1","786","3.7","jan 22_5","R_2xJZMc4x02QxNCp","-3",0,1,"5"
"4042","4042","0","T",7,3,53,0,2,"0",0,"1","859","4.5","jan 22_5","R_3HG592f6TUEsdQj","1",0,1,"5"
"4043","4043","0","T",7,2,48,0,0,"2",0,"1","1001","5","jan 22_5","R_3R1TdCkzjS2xfkn","2",0,1,"5"
"4044","4044","0","T",5,3,26,0,1,"1",0,"0","731","4.3","jan 22_5","R_1r961H41Qb4AO1i","-2",0,1,"5"
"4045","4045","0","T",5,1,44,0,2,"2",0,"1","763","2.5","jan 22_5","R_1FnDyElvZVuIIuY","1",0,1,"5"
"4046","4046","0","T",7,3,27,0,0,"2",0,"1","783","4","jan 22_5","R_3JbaToZNYvTYFDH","-1",0,1,"5"
"4047","4047","0","T",7,3,25,0,0,"2",0,"0","1764","4.3","jan 22_5","R_27mrMm1z3HLg3Yx","0",0,1,"5"
"4048","4048","0","T",7,1,25,0,0,"1",0,"0","780","4.9","jan 22_5","R_116nQyGMUzmTpe6","-3",0,1,"5"
"4049","4049","0","T",7,1,36,0,0,"0",0,"1","1717","4","jan 22_5","R_pSgWAjzSLxyzTVf","0",0,1,"5"
"4050","4050","0","T",7,1,65,0,0,"2",0,"0","1513","2.5","jan 22_5","R_2bHQwTWX72zKCNh","2",0,1,"5"
"4051","4051","0","T",6,1,56,1,0,"2",0,"0","2203","1.4","jan 22_5","R_2wTClDxwPEsvNZ4","0",0,1,"5"
"4052","4052","0","T",7,3,31,0,0,"2",0,"1","595","4.7","jan 22_5","R_9z4TKQIcpoTc10d","0",0,1,"5"
"4053","4053","0","T",4,1,76,1,0,"3",0,"1","877","3.7","jan 22_5","R_yQ3YWOri1Y2DDcR","1",0,1,"5"
"4054","4054","0","T",7,3,57,0,0,"0",0,"1","1901","4.5","jan 22_5","R_1qUNDCg8Fy8Dk5e","-2",0,1,"5"
"4055","4055","0","T",7,3,73,1,0,"0",0,"0","1202","2.9","jan 22_5","R_2ahLmU83NByUh3k","1",0,1,"5"
"4056","4056","0","T",6,1,59,1,0,"2",0,"1","1908","4.3","jan 22_5","R_1hDY9TzGCQ9QAzZ","-1",0,1,"5"
"4057","4057","0","FM",2,1,62,0,0,"1",0,"0","1253","2.9","jan 22_5","R_2qaPzFYvNd3QAcf","3",0,0,"5"
"4058","4058","0","CND",4,1,24,1,0,"1",NA,"0","823","2.3","jan 22_5","R_3GuMOMSA7btUMQA",NA,0,0,"5"
"4059","4059","0","T",7,1,64,1,0,"1",0,"1","3248","2.8","jan 22_5","R_21jIqSlvEmVUNcI","2",0,1,"5"
"4060","4060","0","T",7,1,63,1,0,"2",0,"1","898","2.8","jan 22_5","R_3Hoic2hq3SaxVdp","2",0,1,"5"
"4061","4061","0","T",7,3,40,1,0,"1",0,"0","682","3","jan 22_5","R_1IXGZ9bIb4fjCJF","-2",0,1,"5"
"4062","4062","0","T",6,3,31,1,1,"3",0,"0","852","4.7","jan 22_5","R_7UJh35hUMdXZqIF","-1",0,1,"5"
"4063","4063","0","T",7,3,44,1,2,"2",0,"1","1070","4","jan 22_5","R_wXKpvW8B7oWC8Y9","2",0,1,"5"
"4064","4064","0","CND",4,2,33,1,0,"0",0,"0","1084","3.2","jan 22_5","R_33dMec1te2WLbvR","2",0,0,"5"
"4065","4065","0","T",7,3,33,1,2,"2",0,"0","576","3.1","jan 22_5","R_3Pq94Q2LQaxkU9T","-1",0,1,"5"
"4066","4066","0","T",7,3,42,1,2,"2",0,"1","982","5","jan 22_5","R_32KFHXrdvsfxFvT","0",0,1,"5"
"4067","4067","0","T",7,4,35,1,0,"0",0,"1","1278","5","jan 22_5","R_23ehlFKELCX9cc1","-2",0,1,"5"
"4068","4068","0","T",7,3,30,1,0,"0",0,"1","1416","4.5","jan 22_5","R_23f84R0NkCmDEpR","-1",0,1,"5"
"4069","4069","0","CND",4,3,37,1,3,"3",0,"0","1480","2.6","jan 22_5","R_3CCPkfhi86irGp9","-1",0,0,"5"
"4070","4070","0","T",7,4,48,1,3,"2",0,"1","1484","4.6","jan 22_5","R_2S7eOgNd4wEioAX","1",0,1,"5"
"4071","4071","0","T",7,1,48,1,1,"0",0,"1","1061","2.8","jan 22_5","R_PRRvtFgDAYAHucp","2",0,1,"5"
"4072","4072","0","T",7,4,49,1,1,"4",0,"1","1759","3","jan 22_5","R_27EuroPIQHONhf0","2",0,1,"5"
"4073","4073","0","T",7,1,46,0,2,"1",0,"1","1675","5","jan 22_5","R_2tyDiLTc1jUwOdX","3",0,1,"5"
"4074","4074","0","T",7,1,61,1,1,"4",0,"1","1642","3.4","jan 22_5","R_1NwZyGLOLSB4ruJ","0",0,1,"5"
"4075","4075","0","T",6,3,43,1,2,"0",0,"1","86967","3.9","jan 22_5","R_1dvriPKVPcUPaiQ","3",0,1,"5"
"4076","4076","0","T",7,3,29,0,1,"1",0,"1","937","4.6","jan 23_1","R_2s59vrSTP6jS8Bx","0",0,1,"1"
"4077","4077","0","T",7,1,38,0,0,"0",0,"1","1375","4.8","jan 23_1","R_4McLt177KQp8qlj","0",0,1,"1"
"4078","4078","0","T",7,1,38,1,0,"3",0,"0","976","4.3","jan 23_1","R_6WKr7uJMOCbvZF7","0",0,1,"1"
"4079","4079","0","T",7,1,31,0,1,"2",NA,"1","580","5","jan 23_1","R_1NQeFWHebIdsbRL",NA,0,1,"1"
"4080","4080","0","FM",4,2,35,0,1,"0",0,"1","1664","5","jan 23_1","R_1mCsIjLOMzZu0Sm","0",0,0,"1"
"4081","4081","0","T",6,1,18,1,0,"3",0,"0","909","3.2","jan 23_1","R_1pnUvH3hO1tLFym","-2",0,1,"1"
"4082","4082","0","T",6,1,25,0,0,"2",0,"1","860","4.3","jan 23_1","R_1gBIyGR0tw3tW6O","-2",0,1,"1"
"4083","4083","0","T",6,1,23,1,1,"1",0,"0","3022","3.3","jan 23_1","R_2YblxGXU2t8iuB9","3",0,1,"1"
"4084","4084","0","T",7,1,59,1,1,"2",0,"1","1323","4.1","jan 23_1","R_bvjmGakcaYB3z6F","0",0,1,"1"
"4085","4085","0","T",6,1,72,1,0,"0",0,"1","1149","2.1","jan 23_1","R_Rn2E3dPfCCnqGwp","0",0,1,"1"
"4086","4086","0","T",6,1,62,1,1,"3",0,"1","1543","2","jan 23_1","R_50I6EjjGBPXv03f","1",0,1,"1"
"4087","4087","0","CND",3,1,29,1,0,"0",0,"1","918","1.4","jan 23_1","R_D76UOMeMBe7jozL","0",0,0,"1"
"4088","4088","0","FM",2,0,36,1,1,"0",0,"1","1479","4.1","jan 23_1","R_2y9363KaJUzQ5e8","-1",0,0,"1"
"4089","4089","0","T",7,1,50,1,1,"2",0,"0","2274","3.8","jan 23_1","R_9AAKR9Lnlyob22R","-2",0,1,"1"
"4090","4090","0","T",7,2,68,0,0,"1",0,"1","1017","3.2","jan 23_1","R_3kn9XtTkDiDcKR0","-1",0,1,"1"
"4091","4091","0","T",5,4,63,0,2,"2",0,"1","963","2.8","jan 23_1","R_6SDlW1zJA3hzJLP","2",0,1,"1"
"4092","4092","0","CND",4,3,31,0,2,"1",0,"1","805","4","jan 23_1","R_d40CaAOB29WqhPj","-1",0,0,"1"
"4093","4093","0","T",7,3,73,0,0,"4",0,"1","2693","4","jan 23_1","R_1Iu8OQbViYpdZxx","2",0,1,"1"
"4094","4094","0","T",6,5,31,1,3,"3",0,"1","896","4.5","jan 23_1","R_1isbGwHdFpFhRg4","-2",0,1,"1"
"4095","4095","0","T",7,3,48,1,0,"3",0,"1","1017","3.3","jan 23_1","R_AdshMCqV3jLQmMV","2",0,1,"1"
"4096","4096","0","T",5,3,31,1,1,"1",0,"0","1389","3.7","jan 23_1","R_3qroYRnrrWDbBWA","-1",0,1,"1"
"4097","4097","0","T",5,3,22,1,0,"1",0,"1","1930","3.4","jan 23_1","R_0ewQ39lb6bWmSFb","-2",0,1,"1"
"4098","4098","0","T",5,1,20,0,1,"2",0,"1","873","3.9","jan 23_1","R_1jvQnOueKkXj9DS","1",0,1,"1"
"4099","4099","0","T",5,3,25,0,0,"1",0,"0","804","4.6","jan 23_1","R_1FRqVWBma95mzCZ","-2",0,1,"1"
"4100","4100","0","T",7,3,31,1,1,"0",0,"1","4251","4.3","jan 23_1","R_2bUGH1FwnwxY5Mn","-2",0,1,"1"
"4101","4101","0","T",7,3,69,0,2,"3",0,"1","12166","3.9","jan 23_1","R_ZdYYhsVy8n26Tip","-2",0,1,"1"
"4102","4102","0","FM",5,1,28,0,0,"2",0,"0","1549","3.2","jan 23_3","R_A0T8baYGaCItEBP","-2",0,0,"3"
"4103","4103","0","T",7,1,20,1,0,"1",0,"0","562","3.9","jan 23_3","R_2q7TS9mVBpk8MXx","0",0,1,"3"
"4104","4104","0","CND",5,1,48,0,0,"1",0,"1","596","3.6","jan 23_3","R_vcx0zSRAsqmB6ud","2",0,0,"3"
"4105","4105","0","T",6,1,47,1,0,"1",0,"1","1056","4.6","jan 23_3","R_3fcvOV7sohqmjmO","0",0,1,"3"
"4106","4106","0","T",6,1,26,1,0,"3",0,"0","1450","4.4","jan 23_3","R_2y7Qq35zlU7Wqoa","-3",0,1,"3"
"4107","4107","0","FM",3,0,63,1,1,"0",0,"0","857","3.7","jan 23_3","R_1pQLxmfmayUahdi","1",0,0,"3"
"4108","4108","0","T",6,1,52,1,1,"1",0,"0","932","5","jan 23_3","R_2xFsSqWZIGfIFL6","3",0,1,"3"
"4109","4109","0","T",6,1,65,1,0,"1",0,"1","1570","3.4","jan 23_3","R_2uEOu1uq5dRXcZN","-2",0,1,"3"
"4110","4110","0","CND",4,1,58,1,0,"2",0,"1","1383","3.9","jan 23_3","R_qI5JXv8UALZnwUp","2",0,0,"3"
