"","Article_day","X","ResponseId","Day","Article_Num","Category","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_False","FC_True","FC_CND","Education_Score","Income_Score","Q_Ideology","Dig_Lit_Score","Ideology_Score","True_Dummy","Treatment","Article_Lean","Dummy_Ideology","Ideo_Congruence","FC_Eval"
"1349","Day_2_3",1147,"R_3dKhrQp9xnOhuaO","Day_2",3,"True",7,4,23,0,0,5,0,4,2,"Slightly Liberal",51,-1,1,0,"Neutral","Liberal",0,"T"
"1350","Day_2_3",124,"R_1GWFn01x4dKDjqr","Day_2",3,"True",7,3,39,1,0,5,0,4,1,"Liberal",62,-2,1,0,"Neutral","Liberal",0,"T"
"1351","Day_2_3",1084,"R_1geFSnrXFmGcfMv","Day_2",3,"Coul",4,2,55,0,0,5,0,2,1,"Extremely Liberal",55,-3,0,0,"Neutral","Liberal",0,"T"
"1352","Day_2_3",2120,"R_3k57sKfHih8G91Z","Day_2",3,"Coul",5,3,69,1,0,5,0,4,1,"Slightly Liberal",30,-1,0,0,"Neutral","Liberal",0,"T"
"1353","Day_2_3",2056,"R_1kG2gcOflsYOjFu","Day_2",3,"True",7,4,33,1,0,5,0,4,2,"Slightly Liberal",55,-1,1,0,"Neutral","Liberal",0,"T"
"1354","Day_2_3",222,"R_qEFTVayaqoclZZv","Day_2",3,"Misl",1,1,36,0,0,5,0,3,2,"Moderate: Middle of the road",57,0,0,0,"Neutral","Moderate",0,"T"
"1355","Day_2_3",224,"R_RblZ3sAivEFfZnj","Day_2",3,"Misl",4,2,38,0,0,5,0,2,1,"Liberal",55,-2,0,0,"Neutral","Liberal",0,"T"
"1356","Day_2_3",1129,"R_2TuSqArlyjt9FkA","Day_2",3,"Coul",4,3,49,1,0,5,0,5,2,"Liberal",64,-2,0,0,"Neutral","Liberal",0,"T"
"1357","Day_2_3",118,"R_1DuH5NVkhuRtw3G","Day_2",3,"Misl",3,2,35,0,0,5,0,6,1,"Liberal",49,-2,0,0,"Neutral","Liberal",0,"T"
"1358","Day_2_3",229,"R_WuF15LJUROkpSpj","Day_2",3,"Misl",2,1,36,0,0,5,0,3,2,"Extremely Liberal",56,-3,0,0,"Neutral","Liberal",0,"T"
"1359","Day_2_3",214,"R_9MmrWCsRZlJ6H8l","Day_2",3,"True",5,4,33,1,0,5,0,4,2,"Conservative",37,2,1,0,"Neutral","Conservative",0,"T"
"1360","Day_2_3",1078,"R_1DHa5wlyVrX9LkK","Day_2",3,"Coul",4,3,42,1,0,5,0,5,1,"Extremely Liberal",60,-3,0,0,"Neutral","Liberal",0,"T"
"1361","Day_2_3",1121,"R_2EFUY9X6CrvHDNO","Day_2",3,"True",7,4,35,1,0,5,0,2,1,"Slightly Conservative",51,1,1,0,"Neutral","Conservative",0,"T"
"1362","Day_2_3",1162,"R_3MaGPUlGIkyiJkQ","Day_2",3,"Coul",3,3,41,0,0,5,0,4,2,"Liberal",54,-2,0,0,"Neutral","Liberal",0,"T"
"1363","Day_2_3",2091,"R_2Tn2f1ZZbBPjliO","Day_2",3,"True",7,4,29,1,0,5,0,4,2,"Slightly Liberal",53,-1,1,0,"Neutral","Liberal",0,"T"
"1364","Day_2_3",1122,"R_2EuFVzXJ1SB5qIA","Day_2",3,"Misl",6,4,40,0,0,5,0,5,2,"Extremely Conservative",41,3,0,0,"Neutral","Conservative",0,"T"
"1365","Day_2_3",2054,"R_1K6L4Q2pc24G1Ml","Day_2",3,"True",5,3,35,0,0,5,0,3,3,"Moderate: Middle of the road",59,0,1,0,"Neutral","Moderate",0,"T"
"1366","Day_2_3",1111,"R_2aqTU4pn8URzs4j","Day_2",3,"Misl",2,2,34,0,0,5,0,4,1,"Slightly Conservative",66,1,0,0,"Neutral","Conservative",0,"T"
"1367","Day_2_3",2068,"R_28BABQlE5kSiNP1","Day_2",3,"True",5,3,39,0,0,5,0,2,2,"Extremely Liberal",60,-3,1,0,"Neutral","Liberal",0,"T"
"1368","Day_2_3",2108,"R_32Xy0hY7kuzAAqZ","Day_2",3,"Misl",4,3,41,1,0,5,0,5,1,"Liberal",58,-2,0,0,"Neutral","Liberal",0,"T"
"1369","Day_2_3",2097,"R_2YF00a3jAtdNuZn","Day_2",3,"True",5,3,34,1,0,5,0,4,2,"Conservative",61,2,1,0,"Neutral","Conservative",0,"T"
"1370","Day_2_3",132,"R_1lnRcD683VAABgE","Day_2",3,"True",7,4,34,0,0,5,0,3,1,"Extremely Liberal",65,-3,1,0,"Neutral","Liberal",0,"T"
"1371","Day_2_3",1090,"R_1JJVOK7tvN26grD","Day_2",3,"Misl",4,2,28,0,0,5,0,2,2,"Moderate: Middle of the road",44,0,0,0,"Neutral","Moderate",0,"T"
"1372","Day_2_3",1117,"R_2Csr3pm3VIJZzX3","Day_2",3,"Misl",4,2,25,1,0,5,0,4,1,"Extremely Conservative",53,3,0,0,"Neutral","Conservative",0,"T"
"1373","Day_2_3",2141,"R_9nyBWJfP5Vx7g77","Day_2",3,"Misl",2,1,36,1,0,5,0,3,1,"Conservative",49,2,0,0,"Neutral","Conservative",0,"T"
"1374","Day_2_3",2061,"R_1P6oUKE6TXb4BN2","Day_2",3,"Coul",4,3,29,0,0,5,0,5,2,"Liberal",51,-2,0,0,"Neutral","Liberal",0,"T"
"1375","Day_2_3",189,"R_3I5cUs19K0EHf5S","Day_2",3,"True",5,3,29,0,0,5,0,2,1,"Liberal",55,-2,1,0,"Neutral","Liberal",0,"T"
"1376","Day_2_3",2077,"R_2bWbrMJ5YGDjkuQ","Day_2",3,"True",6,3,46,1,0,5,0,4,1,"Liberal",50,-2,1,0,"Neutral","Liberal",0,"T"
"1377","Day_2_3",2145,"R_cIpj4yWjCf7XrlT","Day_2",3,"True",6,4,45,0,0,5,0,4,1,"Slightly Liberal",48,-1,1,0,"Neutral","Liberal",0,"T"
"1378","Day_2_3",2067,"R_27Vbua6BlvdWCNn","Day_2",3,"True",6,3,45,1,0,5,0,4,2,"Liberal",60,-2,1,0,"Neutral","Liberal",0,"T"
"1379","Day_2_3",125,"R_1i23RAZKEeqt4hl","Day_2",3,"True",7,4,38,1,0,5,0,2,2,"Extremely Conservative",66,3,1,0,"Neutral","Conservative",0,"T"
"1380","Day_2_3",2121,"R_3kAqnSWHubk8FnY","Day_2",3,"Coul",5,3,34,0,0,5,0,3,1,"Liberal",44,-2,0,0,"Neutral","Liberal",0,"T"
"1381","Day_2_3",1110,"R_2an9mqmhGE98pm2","Day_2",3,"True",7,4,41,1,0,5,0,3,1,"Moderate: Middle of the road",60,0,1,0,"Neutral","Moderate",0,"T"
"1382","Day_2_3",1112,"R_2ARwAqPUJGlMmb6","Day_2",3,"True",6,3,30,0,0,5,0,3,1,"Conservative",51,2,1,0,"Neutral","Conservative",0,"T"
"1383","Day_2_3",1168,"R_3qpL4dnIcBbP95D","Day_2",3,"Coul",4,2,32,0,0,5,0,4,2,"Slightly Conservative",62,1,0,0,"Neutral","Conservative",0,"T"
"1384","Day_2_3",2126,"R_3O0RnvX8wuqkqiL","Day_2",3,"Coul",4,3,31,0,0,5,0,4,2,"Slightly Conservative",64,1,0,0,"Neutral","Conservative",0,"T"
"1385","Day_2_3",173,"R_2YyAdUXFNqcqLDO","Day_2",3,"True",7,4,52,1,0,5,0,4,4,"Moderate: Middle of the road",62,0,1,0,"Neutral","Moderate",0,"T"
"1386","Day_2_3",2114,"R_3hoKfysUCKykvnv","Day_2",3,"True",6,4,59,1,0,5,0,5,3,"Liberal",52,-2,1,0,"Neutral","Liberal",0,"T"
"1387","Day_2_3",186,"R_3ekUxYRGBTGVP9G","Day_2",3,"True",5,3,40,1,0,5,0,4,3,"Moderate: Middle of the road",46,0,1,0,"Neutral","Moderate",0,"T"
"1388","Day_2_3",136,"R_1QMdymEr9zCULN4","Day_2",3,"True",6,4,48,1,0,5,0,4,1,"Liberal",55,-2,1,0,"Neutral","Liberal",0,"T"
"1389","Day_2_3",187,"R_3HB3Vygkw5ynE6t","Day_2",3,"True",6,3,38,0,0,5,0,2,1,"Slightly Liberal",52,-1,1,0,"Neutral","Liberal",0,"T"
"1390","Day_2_3",216,"R_AHgN9e3qvERalTb","Day_2",3,"Misl",3,2,39,1,0,5,0,4,3,"Slightly Conservative",57,1,0,0,"Neutral","Conservative",0,"T"
"1391","Day_2_3",208,"R_3R94fw7aKJlwwXE","Day_2",3,"Coul",5,3,36,1,0,5,0,4,3,"Moderate: Middle of the road",49,0,0,0,"Neutral","Moderate",0,"T"
"1392","Day_2_3",2151,"R_RV9XJK5e1tcRHxf","Day_2",3,"True",6,4,25,1,0,5,0,4,1,"Haven't thought much about it",44,0,1,0,"Neutral","Moderate",0,"T"
"1393","Day_2_3",2065,"R_22sHYT2qe6wPKMT","Day_2",3,"True",5,3,26,1,0,5,0,4,2,"Extremely Liberal",62,-3,1,0,"Neutral","Liberal",0,"T"
"1394","Day_2_3",211,"R_50XxXPs1nnhuXFn","Day_2",3,"Misl",5,1,22,0,0,5,0,4,1,"Extremely Liberal",56,-3,0,0,"Neutral","Liberal",0,"T"
"1395","Day_2_3",1101,"R_22M4dHhraNkJTbm","Day_2",3,"True",5,3,35,0,0,5,0,4,2,"Slightly Conservative",49,1,1,0,"Neutral","Conservative",0,"T"
"1396","Day_2_3",1169,"R_3qQhPf0eRl1nAr0","Day_2",3,"Coul",4,3,25,0,0,5,0,4,2,"Liberal",52,-2,0,0,"Neutral","Liberal",0,"T"
"1397","Day_2_3",1183,"R_egJjggJffFb9Oxz","Day_2",3,"Coul",5,3,61,1,0,5,0,3,2,"Slightly Conservative",66,1,0,0,"Neutral","Conservative",0,"T"
"1398","Day_2_3",1181,"R_BY8MguiI0WZ0k6t","Day_2",3,"Coul",3,2,32,0,0,5,0,4,1,"Slightly Conservative",49,1,0,0,"Neutral","Conservative",0,"T"
"1399","Day_2_3",228,"R_vMOjwnLKPJZYosV","Day_2",3,"True",6,4,44,0,0,5,0,2,1,"Moderate: Middle of the road",59,0,1,0,"Neutral","Moderate",0,"T"
"1400","Day_2_3",2101,"R_2zNKe2d0HZrJ7Hj","Day_2",3,"Coul",5,3,29,1,0,5,0,4,2,"Liberal",54,-2,0,0,"Neutral","Liberal",0,"T"
"1401","Day_2_3",789,"R_1Kj0mB7e9PCtQX3","Day_2",3,"True",6,4,23,0,0,5,0,4,2,"Liberal",48,-2,1,1,"Neutral","Liberal",0,"T"
"1402","Day_2_3",142,"R_bydQAreRP34wNmV","Day_2",3,"True",6,4,23,0,0,5,0,2,1,"Liberal",36,-2,1,1,"Neutral","Liberal",0,"T"
"1403","Day_2_3",157,"R_UEdaTkEStg9zqSZ","Day_2",3,"True",6,4,30,0,0,5,0,4,3,"Extremely Liberal",61,-3,1,1,"Neutral","Liberal",0,"T"
"1404","Day_2_3",860,"R_OwfSlNCTl1ROwiR","Day_2",3,"True",5,3,32,0,0,5,0,3,2,"Slightly Liberal",60,-1,1,1,"Neutral","Liberal",0,"T"
"1405","Day_2_3",1568,"R_863BQZAAAUhZso9","Day_2",3,"Misl",3,2,22,1,0,5,0,4,4,"Slightly Conservative",51,1,0,1,"Neutral","Conservative",0,"T"
"1406","Day_2_3",1527,"R_2f7m2zeNOv6FYZb","Day_2",3,"True",7,4,55,1,0,5,0,5,4,"Liberal",66,-2,1,1,"Neutral","Liberal",0,"T"
"1407","Day_2_3",1516,"R_1r7cR30Xtht5cE3","Day_2",3,"Coul",7,3,28,1,0,5,0,4,3,"Moderate: Middle of the road",47,0,0,1,"Neutral","Moderate",0,"T"
"1408","Day_2_3",829,"R_2ZIapulYBGqBq3t","Day_2",3,"True",7,4,27,1,0,5,0,2,1,"Moderate: Middle of the road",65,0,1,1,"Neutral","Moderate",0,"T"
"1409","Day_2_3",1585,"R_T621vcSQoDf2a1b","Day_2",3,"True",6,4,22,1,0,5,0,4,3,"Extremely Liberal",53,-3,1,1,"Neutral","Liberal",0,"T"
"1410","Day_2_3",1580,"R_Q4iYkkwrOX18Shb","Day_2",3,"True",5,3,27,1,0,5,0,3,2,"Extremely Liberal",44,-3,1,1,"Neutral","Liberal",0,"T"
"1411","Day_2_3",77,"R_1NemMqPXtrSyVNA","Day_2",3,"True",5,3,46,0,0,5,0,3,1,"Extremely Conservative",66,3,1,1,"Neutral","Conservative",0,"T"
"1412","Day_2_3",85,"R_1pLhDXrhjzjv5ri","Day_2",3,"True",7,4,35,1,0,5,0,4,1,"Extremely Liberal",52,-3,1,1,"Neutral","Liberal",0,"T"
"1413","Day_2_3",116,"R_31T0X2XWVXxmKBZ","Day_2",3,"Misl",4,2,26,0,0,5,0,4,2,"Conservative",65,2,0,1,"Neutral","Conservative",0,"T"
"1414","Day_2_3",1577,"R_phI2ftquhtGEDo5","Day_2",3,"True",6,3,23,1,0,5,0,2,1,"Extremely Liberal",55,-3,1,1,"Neutral","Liberal",0,"T"
"1415","Day_2_3",125,"R_3gUTYLxEuI90E13","Day_2",3,"True",6,3,68,0,0,5,0,3,2,"Conservative",62,2,1,1,"Neutral","Conservative",0,"T"
"1416","Day_2_3",847,"R_3qscA06TiUCJRuP","Day_2",3,"True",6,3,48,1,0,5,0,4,4,"Moderate: Middle of the road",62,0,1,1,"Neutral","Moderate",0,"T"
"1417","Day_2_4",223,"R_qUCJ4fYefSVfZGV","Day_2",4,"True",7,4,30,1,0,5,0,2,1,"Liberal",63,-2,1,0,"Conservative","Liberal",0,"T"
"1418","Day_2_4",1087,"R_1GWFn01x4dKDjqr","Day_2",4,"True",7,4,39,1,0,5,0,4,1,"Liberal",62,-2,1,0,"Conservative","Liberal",0,"T"
"1419","Day_2_4",2092,"R_2TuSqArlyjt9FkA","Day_2",4,"True",7,4,49,1,0,5,0,5,2,"Liberal",64,-2,1,0,"Conservative","Liberal",0,"T"
"1420","Day_2_4",112,"R_10uXS2VHPv8QwT0","Day_2",4,"True",5,4,38,0,0,5,0,5,2,"Conservative",64,2,1,0,"Conservative","Conservative",1,"T"
"1421","Day_2_4",1082,"R_1f7dsEZPriHRlNG","Day_2",4,"True",6,4,32,0,0,5,0,2,1,"Moderate: Middle of the road",49,0,1,0,"Conservative","Moderate",0,"T"
"1422","Day_2_4",2039,"R_12cpK6LbcDAh5cF","Day_2",4,"Coul",4,2,49,0,0,5,0,3,1,"Extremely Liberal",53,-3,0,0,"Conservative","Liberal",0,"T"
"1423","Day_2_4",2044,"R_1DuH5NVkhuRtw3G","Day_2",4,"Misl",4,3,35,0,0,5,0,6,1,"Liberal",49,-2,0,0,"Conservative","Liberal",0,"T"
"1424","Day_2_4",183,"R_3DBzXq2vDCco6Ax","Day_2",4,"Coul",3,2,26,1,0,5,0,2,1,"Slightly Liberal",60,-1,0,0,"Conservative","Liberal",0,"T"
"1425","Day_2_4",1098,"R_1P6oUKE6TXb4BN2","Day_2",4,"Misl",3,2,29,0,0,5,0,5,2,"Liberal",51,-2,0,0,"Conservative","Liberal",0,"T"
"1426","Day_2_4",141,"R_27Vbua6BlvdWCNn","Day_2",4,"True",6,4,45,1,0,5,0,4,2,"Liberal",60,-2,1,0,"Conservative","Liberal",0,"T"
"1427","Day_2_4",1187,"R_RblZ3sAivEFfZnj","Day_2",4,"True",5,3,38,0,0,5,0,2,1,"Liberal",55,-2,1,0,"Conservative","Liberal",0,"T"
"1428","Day_2_4",2105,"R_31gcCpUiJdYuFoK","Day_2",4,"True",6,3,34,1,0,5,0,2,1,"Conservative",59,2,1,0,"Conservative","Conservative",1,"T"
"1429","Day_2_4",147,"R_2an9mqmhGE98pm2","Day_2",4,"True",7,4,41,1,0,5,0,3,1,"Moderate: Middle of the road",60,0,1,0,"Conservative","Moderate",0,"T"
"1430","Day_2_4",1188,"R_RV9XJK5e1tcRHxf","Day_2",4,"Misl",4,2,25,1,0,5,0,4,1,"Haven't thought much about it",44,0,0,0,"Conservative","Moderate",0,"T"
"1431","Day_2_4",167,"R_2UgBqONhL5IMuhf","Day_2",4,"True",6,4,65,0,0,5,0,4,1,"Liberal",60,-2,1,0,"Conservative","Liberal",0,"T"
"1432","Day_2_4",1166,"R_3PGKZwTTEtGp5ak","Day_2",4,"True",7,4,75,0,0,5,0,5,3,"Extremely Liberal",45,-3,1,0,"Conservative","Liberal",0,"T"
"1433","Day_2_4",2066,"R_27BbOQgu2AjQ74r","Day_2",4,"True",5,3,34,1,0,5,0,4,2,"Slightly Liberal",52,-1,1,0,"Conservative","Liberal",0,"T"
"1434","Day_2_4",2081,"R_2DNZzcW1wVwK0Mv","Day_2",4,"True",6,3,32,1,0,5,0,4,2,"Moderate: Middle of the road",39,0,1,0,"Conservative","Moderate",0,"T"
"1435","Day_2_4",227,"R_UKrNzqRkt9vVXOx","Day_2",4,"True",5,4,22,0,0,5,0,3,1,"Extremely Liberal",52,-3,1,0,"Conservative","Liberal",0,"T"
"1436","Day_2_4",2087,"R_2OGubozOACUVNzK","Day_2",4,"True",7,4,43,0,0,5,0,4,3,"Slightly Conservative",63,1,1,0,"Conservative","Conservative",1,"T"
"1437","Day_2_4",2123,"R_3lSMKcqEpRJpYS3","Day_2",4,"Misl",3,2,37,0,0,5,0,4,2,"Liberal",61,-2,0,0,"Conservative","Liberal",0,"T"
"1438","Day_2_4",2139,"R_8J1hwt5mO6hdEqt","Day_2",4,"Misl",2,2,58,1,0,5,0,4,2,"Conservative",44,2,0,0,"Conservative","Conservative",1,"T"
"1439","Day_2_4",2051,"R_1i23RAZKEeqt4hl","Day_2",4,"True",7,4,38,1,0,5,0,2,2,"Extremely Conservative",66,3,1,0,"Conservative","Conservative",1,"T"
"1440","Day_2_4",2130,"R_3qlj6QrHaGc63xn","Day_2",4,"Coul",4,3,36,0,0,5,0,2,1,"Conservative",47,2,0,0,"Conservative","Conservative",1,"T"
"1441","Day_2_4",137,"R_1QMIbG5bND30gGq","Day_2",4,"True",6,4,34,0,0,5,0,4,2,"Slightly Liberal",61,-1,1,0,"Conservative","Liberal",0,"T"
"1442","Day_2_4",1175,"R_7OpsVb4BvZXyJah","Day_2",4,"True",7,4,49,1,0,5,0,4,2,"Liberal",53,-2,1,0,"Conservative","Liberal",0,"T"
"1443","Day_2_4",205,"R_3qpL4dnIcBbP95D","Day_2",4,"True",5,3,32,0,0,5,0,4,2,"Slightly Conservative",62,1,1,0,"Conservative","Conservative",1,"T"
"1444","Day_2_4",1123,"R_2fJT2zLbqpXeQF2","Day_2",4,"True",7,4,57,1,0,5,0,2,1,"Moderate: Middle of the road",55,0,1,0,"Conservative","Moderate",0,"T"
"1445","Day_2_4",2134,"R_3R94fw7aKJlwwXE","Day_2",4,"True",6,4,36,1,0,5,0,4,3,"Moderate: Middle of the road",49,0,1,0,"Conservative","Moderate",0,"T"
"1446","Day_2_4",128,"R_1K6L4Q2pc24G1Ml","Day_2",4,"True",6,4,35,0,0,5,0,3,3,"Moderate: Middle of the road",59,0,1,0,"Conservative","Moderate",0,"T"
"1447","Day_2_4",2082,"R_2EAaNc4rUmM3wRA","Day_2",4,"True",7,4,33,0,0,5,0,2,1,"Extremely Liberal",57,-3,1,0,"Conservative","Liberal",0,"T"
"1448","Day_2_4",142,"R_28BABQlE5kSiNP1","Day_2",4,"True",5,3,39,0,0,5,0,2,2,"Extremely Liberal",60,-3,1,0,"Conservative","Liberal",0,"T"
"1449","Day_2_4",130,"R_1kG2gcOflsYOjFu","Day_2",4,"True",6,4,33,1,0,5,0,4,2,"Slightly Liberal",55,-1,1,0,"Conservative","Liberal",0,"T"
"1450","Day_2_4",2046,"R_1f8SXqMHdcLS0Wa","Day_2",4,"Misl",3,2,22,0,0,5,0,3,2,"Liberal",36,-2,0,0,"Conservative","Liberal",0,"T"
"1451","Day_2_4",200,"R_3O0RnvX8wuqkqiL","Day_2",4,"Coul",5,3,31,0,0,5,0,4,2,"Slightly Conservative",64,1,0,0,"Conservative","Conservative",1,"T"
"1452","Day_2_4",1131,"R_2v05VX2iwVVA22t","Day_2",4,"True",5,3,31,0,0,5,0,2,2,"Liberal",59,-2,1,0,"Conservative","Liberal",0,"T"
"1453","Day_2_4",2074,"R_2aqTU4pn8URzs4j","Day_2",4,"True",7,4,34,0,0,5,0,4,1,"Slightly Conservative",66,1,1,0,"Conservative","Conservative",1,"T"
"1454","Day_2_4",1159,"R_3KPVfyQpNw9rYwI","Day_2",4,"True",5,3,57,1,0,5,0,4,2,"Conservative",41,2,1,0,"Conservative","Conservative",1,"T"
"1455","Day_2_4",2118,"R_3jTN3Gxfa6hRGr6","Day_2",4,"Misl",5,4,41,0,0,5,0,4,3,"Slightly Conservative",46,1,0,0,"Conservative","Conservative",1,"T"
"1456","Day_2_4",1094,"R_1LCAT1pWT0Um2HN","Day_2",4,"True",5,3,23,1,0,5,0,2,1,"Moderate: Middle of the road",63,0,1,0,"Conservative","Moderate",0,"T"
"1457","Day_2_4",1136,"R_2YyAdUXFNqcqLDO","Day_2",4,"True",7,4,52,1,0,5,0,4,4,"Moderate: Middle of the road",62,0,1,0,"Conservative","Moderate",0,"T"
"1458","Day_2_4",1178,"R_9nyBWJfP5Vx7g77","Day_2",4,"True",5,3,36,1,0,5,0,3,1,"Conservative",49,2,1,0,"Conservative","Conservative",1,"T"
"1459","Day_2_4",1192,"R_WuF15LJUROkpSpj","Day_2",4,"True",7,4,36,0,0,5,0,3,2,"Extremely Liberal",56,-3,1,0,"Conservative","Liberal",0,"T"
"1460","Day_2_4",2148,"R_qEFTVayaqoclZZv","Day_2",4,"True",7,4,36,0,0,5,0,3,2,"Moderate: Middle of the road",57,0,1,0,"Conservative","Moderate",0,"T"
"1461","Day_2_4",2069,"R_28UsJmRAJ6sfAGX","Day_2",4,"True",5,4,59,0,0,5,0,5,1,"Moderate: Middle of the road",59,0,1,0,"Conservative","Moderate",0,"T"
"1462","Day_2_4",1139,"R_30o8XLd1vjEw2W1","Day_2",4,"True",7,4,35,0,0,5,0,4,2,"Conservative",57,2,1,0,"Conservative","Conservative",1,"T"
"1463","Day_2_4",2111,"R_3dLml8UnXHcoUfr","Day_2",4,"True",7,4,51,0,0,5,0,5,2,"Liberal",64,-2,1,0,"Conservative","Liberal",0,"T"
"1464","Day_2_4",172,"R_2YwSdZiA0B8D1tm","Day_2",4,"True",7,4,33,0,0,5,0,3,2,"Liberal",45,-2,1,0,"Conservative","Liberal",0,"T"
"1465","Day_2_4",2113,"R_3HB3Vygkw5ynE6t","Day_2",4,"True",7,4,38,0,0,5,0,2,1,"Slightly Liberal",52,-1,1,0,"Conservative","Liberal",0,"T"
"1466","Day_2_4",190,"R_3iVGw3PiCbJqsLV","Day_2",4,"True",6,4,49,1,0,5,0,2,1,"Conservative",42,2,1,0,"Conservative","Conservative",1,"T"
"1467","Day_2_4",2146,"R_egJjggJffFb9Oxz","Day_2",4,"True",7,4,61,1,0,5,0,3,2,"Slightly Conservative",66,1,1,0,"Conservative","Conservative",1,"T"
"1468","Day_2_4",2156,"R_yPDb0R7GC3N8BsB","Day_2",4,"True",6,4,30,1,0,5,0,4,3,"Extremely Liberal",59,-3,1,0,"Conservative","Liberal",0,"T"
"1469","Day_2_4",2142,"R_AHgN9e3qvERalTb","Day_2",4,"True",5,4,39,1,0,5,0,4,3,"Slightly Conservative",57,1,1,0,"Conservative","Conservative",1,"T"
"1470","Day_2_4",2133,"R_3QRynj5U22zhSSS","Day_2",4,"Misl",2,2,23,0,0,5,0,3,1,"Slightly Liberal",53,-1,0,0,"Conservative","Liberal",0,"T"
"1471","Day_2_4",2080,"R_2Csr3pm3VIJZzX3","Day_2",4,"Coul",4,2,25,1,0,5,0,4,1,"Extremely Conservative",53,3,0,0,"Conservative","Conservative",1,"T"
"1472","Day_2_4",1152,"R_3I5cUs19K0EHf5S","Day_2",4,"True",6,3,29,0,0,5,0,2,1,"Liberal",55,-2,1,0,"Conservative","Liberal",0,"T"
"1473","Day_2_4",1161,"R_3LZJnYsB4f4X5iK","Day_2",4,"Coul",4,3,41,1,0,5,0,3,1,"Liberal",56,-2,0,0,"Conservative","Liberal",0,"T"
"1474","Day_2_4",2043,"R_1DOKxc91QhuNuJS","Day_2",4,"True",7,4,37,1,0,5,0,4,2,"Liberal",55,-2,1,0,"Conservative","Liberal",0,"T"
"1475","Day_2_4",1128,"R_2Tn2f1ZZbBPjliO","Day_2",4,"True",7,4,29,1,0,5,0,4,2,"Slightly Liberal",53,-1,1,0,"Conservative","Liberal",0,"T"
"1476","Day_2_4",1143,"R_31h3lUBXNRhLCHC","Day_2",4,"True",5,3,33,0,0,5,0,3,1,"Liberal",65,-2,1,0,"Conservative","Liberal",0,"T"
"1477","Day_2_4",1085,"R_1GHvd5WEFcsJ3Ys","Day_2",4,"True",7,4,33,0,0,5,0,3,2,"Conservative",62,2,1,0,"Conservative","Conservative",1,"T"
"1478","Day_2_4",2127,"R_3oA7BWUslXhSD5p","Day_2",4,"Coul",4,2,47,1,0,5,0,3,2,"Liberal",66,-2,0,0,"Conservative","Liberal",0,"T"
"1479","Day_2_4",2128,"R_3oMwCG1qil1uVj7","Day_2",4,"True",7,4,35,0,0,5,0,4,2,"Moderate: Middle of the road",44,0,1,0,"Conservative","Moderate",0,"T"
"1480","Day_2_4",2062,"R_1QMdymEr9zCULN4","Day_2",4,"True",7,4,48,1,0,5,0,4,1,"Liberal",55,-2,1,0,"Conservative","Liberal",0,"T"
"1481","Day_2_4",2076,"R_2axlgxy9lAtGo2I","Day_2",4,"True",7,4,34,1,0,5,0,2,2,"Slightly Conservative",66,1,1,0,"Conservative","Conservative",1,"T"
"1482","Day_2_4",1149,"R_3ekUxYRGBTGVP9G","Day_2",4,"Misl",3,2,40,1,0,5,0,4,3,"Moderate: Middle of the road",46,0,0,0,"Conservative","Moderate",0,"T"
"1483","Day_2_4",2055,"R_1K8XbmMpKyLuSIc","Day_2",4,"Misl",3,2,36,1,0,5,0,5,1,"Extremely Conservative",47,3,0,0,"Conservative","Conservative",1,"T"
"1484","Day_2_4",184,"R_3dKhrQp9xnOhuaO","Day_2",4,"True",7,4,23,0,0,5,0,4,2,"Slightly Liberal",51,-1,1,0,"Conservative","Liberal",0,"T"
"1485","Day_2_4",1588,"R_UuwWzGnqMXeZSsV","Day_2",4,"True",7,4,50,1,0,5,0,5,4,"Moderate: Middle of the road",59,0,1,1,"Conservative","Moderate",0,"T"
"1486","Day_2_4",798,"R_1opr0g18stv7lnc","Day_2",4,"True",7,4,38,0,0,5,0,5,3,"Moderate: Middle of the road",55,0,1,1,"Conservative","Moderate",0,"T"
"1487","Day_2_4",1566,"R_78srxiVkTEt8Lux","Day_2",4,"True",6,4,28,0,0,5,0,4,2,"Extremely Liberal",56,-3,1,1,"Conservative","Liberal",0,"T"
"1488","Day_2_4",781,"R_1CvhikLP9b0BabF","Day_2",4,"True",7,4,78,1,0,5,0,5,1,"Liberal",63,-2,1,1,"Conservative","Liberal",0,"T"
"1489","Day_2_4",96,"R_2DOA72g9p5XtHdL","Day_2",4,"True",5,3,30,0,0,5,0,4,2,"Extremely Liberal",49,-3,1,1,"Conservative","Liberal",0,"T"
"1490","Day_2_4",65,"R_1Cj5aD3DeplrphD","Day_2",4,"True",6,3,24,0,0,5,0,4,3,"Extremely Liberal",35,-3,1,1,"Conservative","Liberal",0,"T"
"1491","Day_2_4",105,"R_2uTzn88sGYQ8xaG","Day_2",4,"Coul",4,3,39,1,0,5,0,3,2,"Moderate: Middle of the road",54,0,0,1,"Conservative","Moderate",0,"T"
"1492","Day_2_4",106,"R_2V8TRsWlzoUJk46","Day_2",4,"True",6,4,56,1,0,5,0,3,1,"Moderate: Middle of the road",45,0,1,1,"Conservative","Moderate",0,"T"
"1493","Day_2_4",68,"R_1fk3ExEYy98Dd5W","Day_2",4,"True",7,4,49,0,0,5,0,2,1,"Moderate: Middle of the road",64,0,1,1,"Conservative","Moderate",0,"T"
