"","ResponseId","Article_day","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Ideology_Score","Treat_Search","True_Dummy","Article","X","Search_Online"
"371","R_C3Nat0vSIKaExq1","Jun 1_5","761","0","CND",5,1,43,1,0,0,"0","38.3666666666667","3.8","2",0,0,"5",2542,0
"372","R_C3rjdQJuxGXQZLb","Jun 17_4","1107","0","T",5,4,73,0,2,0,"1","45.6","4.4","0",0,1,"4",3315,0
"373","R_C4eSLrDyiZzcceJ","Jun 8_5","1416","0","T",5,1,35,1,0,NA,"0","21.45","3.7",NA,0,1,"5",2927,0
"374","R_C9XbLmJGiRpc5yh","Jun 15_4","953","0","T",7,4,48,0,0,0,"0","13.4833333333333","4.3","0",0,1,"4",3142,0
"375","R_cBXMaE1JfNMuRqx","Jun 17_5","1139","0","T",7,5,41,0,3,1,"1","18.5666666666667","3.3","-1",0,1,"5",3311,0
"376","R_cIlfnCdcnY3wj2V","Jun 1_4","736","0","CND",6,2,60,1,1,0,"1","16.25","2","3",0,0,"4",2515,0
"377","R_Ckqzkh48MqIX0Ep","Jun 17_4","1114","0","CND",5,5,30,0,0,0,"0","13","3","3",0,0,"4",3342,0
"378","R_cPgjnQBG9Hvc4gh","Jun 3_4","1297","0","T",5,3,35,0,1,0,"1","24.5166666666667","3.9","0",0,1,"4",2674,0
"379","R_cZMC06msZhkrPpf","Jun 1_5","760","0","CND",5,1,29,0,1,0,"0","23.2333333333333","3.7","-2",0,0,"5",2539,1
"380","R_DcV78TQl6Xc801j","Jun 8_4","1365","0","T",7,1,44,0,0,0,"1","25.55","3.7","3",0,1,"4",2831,0
"381","R_DeNctsYfkJL4MsV","Jun 22_4","1241","0","T",7,2,35,1,1,0,"0","60","3.4","-2",0,1,"4",3531,0
"382","R_DjiSY8Ekhri7Ctb","Jun 8_5","1417","0","T",7,3,45,1,1,0,"0","16.4166666666667","3.9","0",0,1,"5",2931,0
"383","R_DkMO750RtasHHod","Jun 3_4","1302","0","T",4,1,19,0,0,0,"0","13.5333333333333","4.2","-2",0,1,"4",2687,0
"384","R_e2qNzn7f2kEQbRf","Jun 17_4","1110","0","T",7,2,66,0,3,0,"1","31.1666666666667","3.8","0",0,1,"4",3323,0
"385","R_ekXVMUaAyvvcTGV","Jun 1_4","741","0","T",7,1,25,0,1,0,"1","23.6333333333333","5","-2",0,1,"4",2549,0
"386","R_eleW9ggLSlHEOsh","Jun 10_4","808","0","T",6,2,72,0,1,0,"1","19.8","3.4","-3",0,1,"4",2946,0
"387","R_eP45YvZvGfOnaA9","Jun 1_4","753","0","T",6,1,20,0,1,0,"1","15.2333333333333","3.8","0",0,1,"4",2607,1
"388","R_erGhQbVU6SEGh9f","Jun 22_5","1246","0","T",6,4,34,0,3,0,"0","20.3166666666667","4.5","0",0,1,"5",3405,0
"389","R_eRJq9Ojs9jTRyGl","Jun 17_4","1090","0","T",7,3,55,1,1,0,"1","29.8833333333333","3.2","-2",0,1,"4",3249,0
"390","R_eYfdMemXIthhEXv","Jun 15_4","959","0","T",7,4,34,0,1,0,"1","35.35","4.5","-3",0,1,"4",3159,0
"391","R_NVhwP5uPa0p3hvP","May 28_5","1457","0","CND",4,1,43,0,1,0,"0","21.8","1","0",0,0,"5",2455,0
"392","R_NX6pkbfXLA3FPwZ","Jun 17_5","1136","0","CND",5,3,36,0,1,0,"0","12.6333333333333","3.4","0",0,0,"5",3302,0
"393","R_O1hQVTPgGeMzH0t","Jun 17_5","1127","0","FM",1,4,71,1,2,0,"1","20.0833333333333","4.1","1",0,0,"5",3247,0
"394","R_O2sM4EZf9O90vZv","May 28_5","1440","0","T",7,2,53,1,0,0,"1","18.1","3.5","0",0,1,"5",2367,0
"395","R_OffZYJnUKM4PjZT","Jun 10_5","872","0","T",4,3,30,1,2,0,"0","23.8833333333333","3.5","0",0,1,"5",3073,0
"396","R_OiYt4ZuSAPwMXPb","Jun 22_4","1221","0","T",5,4,40,0,3,0,"0","39.25","2.9","0",0,1,"4",3409,0
"397","R_OmcSrZRDIjaYCRz","Jun 10_5","866","0","T",6,3,25,1,1,0,"0","9.7","3.9","0",0,1,"5",3050,0
"398","R_oXYm3JsdVzjUr0R","Jun 10_4","838","0","T",6,3,25,1,2,0,"0","17.5833333333333","3.4","1",0,1,"4",3075,0
"399","R_p5EU4Uc4gvTI7lf","Jun 3_5","1324","0","T",7,1,44,1,0,0,"1","32","4.4","2",0,1,"5",2628,0
"400","R_PA3Wcj2tt7gmzbb","Jun 17_5","1131","0","T",7,2,68,1,0,1,"1","50.0666666666667","3.9","-3",0,1,"5",3266,0
"401","R_PCKAt8usjAfcjhT","Jun 3_4","1301","0","CND",4,5,39,0,0,0,"1","15.9166666666667","5","-2",0,0,"4",2685,0
"402","R_PGwvOMGGYaMG6Vr","Jun 10_4","814","0","T",5,3,34,0,2,0,"0","16.4166666666667","4","-2",0,1,"4",2962,0
"403","R_phenRd2Txusoc13","Jun 3_4","1300","0","T",6,4,33,0,0,0,"0","14.45","4.6","-1",0,1,"4",2680,0
"404","R_pLXXX6dQWU8WVKV","Jun 22_5","1252","0","CND",4,3,68,0,0,1,"1","17.9333333333333","2.8","-2",0,0,"5",3442,0
"405","R_pQbGhXLSDA3Q3LP","Jun 10_5","849","0","T",4,3,30,0,3,0,"1","20.9333333333333","4.4","2",0,1,"5",2966,1
"406","R_pSfr6ZMoHmJJNy9","Jun 1_4","754","0","T",5,3,65,0,0,0,"1","24","4.6","-2",0,1,"4",2620,0
"407","R_PY8FcqoPZNYRied","Jun 10_4","840","0","FM",4,3,32,1,1,0,"0","45","3.9","0",0,0,"4",3078,0
"408","R_QamnPoXqT78hfdT","May 28_5","1446","0","T",6,1,20,0,3,0,"0","15.1333333333333","4.7","-1",0,1,"5",2387,0
"409","R_qCsmcw5jrH2J7Il","May 28_5","1468","0","T",7,5,76,0,1,0,"1","23.0666666666667","3.5","0",0,1,"5",2505,0
"410","R_qykdaJdF2ttPDy1","May 28_5","1454","0","T",5,4,55,1,1,0,"0","33.5833333333333","4.2","3",0,1,"5",2424,0
"411","R_r0Z7c7n2G36PFRf","May 28_4","1426","0","T",7,2,19,1,0,0,"1","9.03333333333333","4","1",0,1,"4",2419,1
"412","R_RCXsWVfGJBUkMxP","Jun 15_5","991","0","T",6,0,27,1,0,NA,"0","48.6833333333333","3.8",NA,0,1,"5",3208,1
"413","R_RL9m2O9tZJRYqad","Jun 17_4","1104","0","T",7,3,45,0,2,0,"1","10.9833333333333","4.2","-2",0,1,"4",3305,0
"414","R_RxnoqC0boIrO1X3","Jun 15_5","993","0","T",7,2,49,1,0,0,"1","29.55","4.4","-2",0,1,"5",3216,0
"415","R_scVnBpjeoKKED3X","Jun 8_4","1370","0","T",7,1,23,0,3,0,"1","18.3","5","3",0,1,"4",2846,1
"416","R_SMJO8QZs4dVKt21","Jun 22_5","1253","0","T",7,2,65,0,1,0,"1","18.6333333333333","2.6","0",0,1,"5",3446,0
"417","R_SN7Z8v7xEXTG0Kd","Jun 10_4","810","0","CND",4,3,47,0,1,0,"1","19.5","3.9","0",0,0,"4",2949,1
"418","R_sojPs8P7oPuhNKh","Jun 3_4","1316","0","T",7,2,26,0,0,0,"0","34.6833333333333","4.4","-2",0,1,"4",2739,1
"419","R_SQ93gio8e0ZqTgR","Jun 3_4","1290","0","CND",5,4,24,1,1,0,"0","10.7166666666667","3","1",0,0,"4",2625,0
"420","R_sSQZo5XJbvPIoZr","Jun 17_5","1145","0","T",7,3,40,1,1,1,"0","12.4166666666667","4.7","-1",0,1,"5",3350,0
"421","R_SUHs7a2tIoTxcT7","Jun 15_5","982","0","T",6,1,18,0,0,NA,"0","44.9166666666667","2.2",NA,0,1,"5",3161,0
"422","R_SZT5IldR9MJ5Vh7","Jun 17_5","1128","0","FM",1,0,67,1,0,1,"0","20.7","2.3","-3",0,0,"5",3248,0
"423","R_TgQNeciVWXQn60N","Jun 10_4","820","0","FM",3,3,62,1,0,0,"1","36.4166666666667","3.3","-1",0,0,"4",2986,0
"424","R_TsXkUaRyMeD4lY5","Jun 22_5","1250","0","T",7,5,35,0,3,1,"0","25.4166666666667","4.6","-3",0,1,"5",3432,0
"425","R_UaQ836kqjuc0bPH","Jun 17_4","1116","0","CND",4,3,26,1,2,0,"0","13.5833333333333","3.4","0",0,0,"4",3349,0
"426","R_UDYwFQKKxFKDHNv","May 28_5","1458","0","T",7,2,62,0,1,0,"1","29.3666666666667","4.5","0",0,1,"5",2457,0
"427","R_UQkp0CBCWaBvKpj","Jun 10_4","813","0","T",6,3,53,0,0,0,"1","16.25","2.4","2",0,1,"4",2960,0
"428","R_ur0CZDVDc1tLHkR","Jun 3_4","1294","0","FM",5,1,72,1,1,0,"0","60","3.1","2",0,0,"4",2650,0
"429","R_URbWzrmcNJcbjcR","Jun 17_5","1126","0","T",7,1,48,1,0,NA,"1","14.75","4.4",NA,0,1,"5",3234,0
"430","R_uspbVcoVZFv6W8V","Jun 3_4","1303","0","T",6,3,27,0,0,0,"0","32.85","3.3","-2",0,1,"4",2690,0
"431","R_UXR0oozintb9XB7","Jun 1_5","777","0","T",6,4,71,0,2,0,"1","29.4833333333333","2.8","2",0,1,"5",2610,0
"432","R_Uz356pgplGnocgN","Jun 22_4","1225","0","CND",4,3,50,0,3,0,"0","13.2","3.7","0",0,0,"4",3435,0
"433","R_vBukwAnkYmljscx","Jun 3_5","1343","0","T",7,4,62,1,1,0,"1","60","4.9","-2",0,1,"5",2712,0
"434","R_vi6Os0mWjjfaTHH","Jun 15_5","981","0","T",6,4,69,0,1,0,"1","24.4833333333333","3.7","2",0,1,"5",3141,0
"435","R_vxKSB8ZG7VzuTId","Jun 17_4","1092","0","FM",1,3,69,0,1,0,"0","9.96666666666667","4.3","3",0,0,"4",3258,0
"436","R_W0QZ69f6NuQk98Z","Jun 10_4","835","0","T",7,3,37,1,1,0,"0","60","3.6","-3",0,1,"4",3062,0
"437","R_W1fKLPlD4zRnOgh","Jun 1_5","757","0","T",6,5,54,1,3,0,"0","24.4166666666667","3.8","-2",0,1,"5",2523,0
"438","R_w810LD36BoVMXWF","Jun 10_5","843","0","T",6,3,55,0,3,0,"0","28.6333333333333","4.5","2",0,1,"5",2950,0
"439","R_WD7kD8lZx8x9YZP","Jun 22_4","1234","0","T",7,1,61,1,2,0,"1","22.4","2.7","0",0,1,"4",3488,0
"440","R_WDP1M1neNSiNJzH","May 28_5","1455","0","FM",3,1,34,0,0,NA,"1","30.1","4.4",NA,0,0,"5",2425,1
"441","R_WeMH4mWWx4iBzln","Jun 3_5","1336","0","T",7,1,19,0,3,0,"1","14.6166666666667","4.6","0",0,1,"5",2676,0
"442","R_WqdWEpyjykjkAjT","May 28_4","1431","0","FM",2,3,36,0,0,0,"0","13.8666666666667","4.1","1",0,0,"4",2453,0
"443","R_WwbsTtUgXaC8qGZ","Jun 10_5","847","0","T",7,3,31,0,2,0,"1","14.35","5","-2",0,1,"5",2961,0
"444","R_xD9oXjrLe155Fbr","Jun 15_4","944","0","T",6,3,63,1,0,0,"0","26.7","3.6","2",0,1,"4",3095,0
"445","R_xFrntqQ4H7dK3h7","Jun 22_4","1224","0","T",7,4,67,0,2,0,"1","8.5","3.6","0",0,1,"4",3433,0
"446","R_xmTacwlhf9e1Zv3","Jun 17_4","1101","0","T",6,3,59,0,1,0,"0","27.95","4.4","2",0,1,"4",3293,0
"447","R_xnIpB9asHCxiHCh","Jun 15_5","994","0","T",6,1,39,1,0,0,"1","6.95","4.3","3",0,1,"5",3220,0
"448","R_XQVBtEZuEUz7Ljz","Jun 10_4","816","0","T",5,1,64,1,1,0,"0","27.6666666666667","3.6","-2",0,1,"4",2968,0
"449","R_XSWW6XCyd3y57ah","Jun 3_5","1345","0","CND",4,1,35,0,0,0,"0","19.9666666666667","3.7","1",0,0,"5",2719,0
"450","R_xxrtjoBqnKtVxN7","Jun 10_5","874","0","T",6,1,33,1,0,0,"0","60","3.8","0",0,1,"5",3081,1
"451","R_YaGbCF2VsxUDx5f","Jun 17_4","1120","0","CND",3,1,34,1,0,NA,"0","11","4.7",NA,0,0,"4",3375,0
"452","R_Yc6cspZfveV1ih3","Jun 3_4","1298","0","T",5,2,23,0,0,0,"0","16.8333333333333","4.5","-1",0,1,"4",2675,0
"453","R_yDsHfvj1sZND1zX","Jun 15_4","950","0","T",7,4,79,0,3,0,"1","48.1666666666667","3.4","0",0,1,"4",3126,0
"454","R_yIpObJmskm6j3yx","Jun 1_4","752","0","FM",5,2,72,0,1,0,"1","10.0666666666667","1.8","3",0,0,"4",2601,0
"455","R_yJGWu69UBjByRLr","Jun 17_4","1096","0","T",5,4,38,0,3,0,"0","17.2166666666667","5","-3",0,1,"4",3284,0
"456","R_yJzgsEtP8GVabMB","Jun 8_5","1385","0","T",7,3,73,0,3,0,"1","25.0666666666667","3.4","-2",0,1,"5",2776,0
"457","R_yNKkCypeR54QKXL","Jun 22_4","1237","0","T",6,1,79,1,1,0,"1","16.7","2.8","3",0,1,"4",3501,0
"458","R_YQhhbNEFyqSq24x","Jun 17_4","1097","0","T",5,3,23,0,1,0,"0","13.75","3.8","3",0,1,"4",3285,0
"459","R_yRbMUtQNmk5O3h7","May 28_4","1434","0","T",7,3,44,0,2,0,"0","17.8833333333333","4.3","1",0,1,"4",2480,0
"460","R_yrruFuEnGGmuvjH","Jun 10_5","870","0","T",7,3,32,1,1,NA,"0","19.7333333333333","4.4",NA,0,1,"5",3069,0
"461","R_z0alk9FAdZXrXgJ","Jun 15_5","986","0","FM",3,3,58,0,2,0,"1","15.3166666666667","5","2",0,0,"5",3182,0
"462","R_Z8CNH20pJhYjABz","Jun 3_5","1321","0","T",5,4,35,1,1,0,"0","11.35","3.6","-1",0,1,"5",2621,1
"463","R_ZgUVepnnBho7gu5","Jun 3_5","1330","0","T",6,1,76,1,0,0,"1","39.2","3.1","-2",0,1,"5",2646,0
"464","R_ZkQ534uhHwGJWJH","Jun 10_5","863","0","T",5,4,36,0,1,0,"0","9.55","4.5","-3",0,1,"5",3043,0
"465","R_Zq1ssTr1f8ESFA5","Jun 22_4","1227","0","FM",4,4,50,0,1,0,"0","12.6166666666667","2.8","2",0,0,"4",3454,0
"466","R_zVb0cYnpPrSWdwd","Jun 10_5","856","0","T",6,4,38,0,2,0,"0","14.0333333333333","4.6","1",0,1,"5",3012,0
"467","R_Zw4Opf8yyS31aGR","May 28_5","1462","0","T",7,1,58,0,1,0,"0","40.45","4.9","0",0,1,"5",2474,0
"468","R_zZMllqHnOycTs9b","Jun 22_5","1244","0","T",6,4,38,0,2,0,"1","22.1166666666667","2.4","2",0,1,"5",3402,0
"469","R_zZtgHRnh4da1rmV","Jun 10_4","832","0","T",7,1,20,1,1,0,"1","13.05","3.7","-3",0,1,"4",3046,0
