"","ResponseId","Article_day","Category","True_Dummy","Seven_Ordinal","Four_Ordinal","Age","Gender","FC_Eval","Dummy_Ideology","Ideo_Congruence","Income_Score","Education_Score","Dig_Lit_Score","Total_Links","avg_score","Unrel_contain","Total_Rel_85","Total_Unrel_60","Article_Lean"
"845","R_33anZHkz2WkkjH4","Day_2_2","True",1,6,4,35,0,"No Mode","Liberal",1,2,5,58,13,94.2307692307692,0,0,0,"Liberal"
"846","R_33anZHkz2WkkjH4","Day_2_4","Coul",0,3,2,35,0,"True","Liberal",0,2,5,58,8,82.625,0,0,0,"Conservative"
"847","R_33anZHkz2WkkjH4","Day_2_5","True",1,7,4,35,0,"True","Liberal",0,2,5,58,4,79.375,1,0,1,"Neutral"
"848","R_33BeyoX9XNMMGjf","Day_9_2","True",1,7,4,42,0,"True","Conservative",0,1,4,56,10,94.75,0,0,0,"Liberal"
"849","R_33BeyoX9XNMMGjf","Day_9_3","True",1,7,4,42,0,"FM","Conservative",1,1,4,56,5,79,1,0,1,"Conservative"
"850","R_33BeyoX9XNMMGjf","Day_9_4","True",1,7,4,42,0,"True","Conservative",0,1,4,56,5,86.5,0,0,0,"Neutral"
"851","R_33DTOkN8WBYqgzc","Day_11_3","Misl",0,2,2,44,0,"FM","Liberal",0,1,5,56,14,82.8571428571429,1,0,2,"Conservative"
"852","R_33DTOkN8WBYqgzc","Day_11_4","True",1,7,4,44,0,"True","Liberal",0,1,5,56,7,87.0714285714286,0,0,0,"Neutral"
"853","R_33DTOkN8WBYqgzc","Day_11_5","True",1,7,4,44,0,"True","Liberal",0,1,5,56,9,89.1666666666667,0,0,0,"Neutral"
"854","R_33ycJcXTSEeck5k","Day_4_3","True",1,5,3,35,0,"FM","Liberal",0,1,3,46,4,34.75,1,0,2,"Neutral"
"855","R_3ad89r6x5jLTSkF","Day_10_2","True",1,7,4,42,0,"No Mode","Conservative",0,1,3,65,9,95.8333333333333,0,1,0,"Liberal"
"856","R_3ad89r6x5jLTSkF","Day_10_4","True",1,5,3,42,0,"True","Conservative",0,1,3,65,4,92.5,0,1,0,"Unclear"
"857","R_3ad89r6x5jLTSkF","Day_10_5","True",1,7,4,42,0,"True","Conservative",0,1,3,65,6,87.4166666666667,0,0,0,"Neutral"
"858","R_3CK3GAFPCgOhFJ0","Day_6_1","Misl",0,1,1,35,0,"FM","Liberal",0,1,2,55,8,91.8125,0,0,0,"Conservative"
"859","R_3CK3GAFPCgOhFJ0","Day_6_2","True",1,1,1,35,0,"True","Liberal",1,1,2,55,7,93.2142857142857,0,0,0,"Liberal"
"860","R_3CK3GAFPCgOhFJ0","Day_6_3","True",1,6,4,35,0,"No Mode","Liberal",0,1,2,55,5,85.3,0,0,0,"Neutral"
"861","R_3CKkoV1N2KbDtxh","Day_11_2","Misl",0,3,3,40,0,"True","Liberal",1,3,2,60,6,78.75,0,0,0,"Liberal"
"862","R_3CKkoV1N2KbDtxh","Day_11_3","True",1,6,3,40,0,"FM","Liberal",0,3,2,60,8,73.9375,1,0,3,"Conservative"
"863","R_3CKkoV1N2KbDtxh","Day_11_4","True",1,7,4,40,0,"True","Liberal",0,3,2,60,20,90.675,0,0,0,"Neutral"
"864","R_3CPA7SnlMPCdDEp","Day_2_1","True",1,5,3,49,0,"True","Conservative",1,2,2,43,5,100,0,1,0,"Conservative"
"865","R_3CPA7SnlMPCdDEp","Day_2_3","True",1,6,4,49,0,"True","Conservative",0,2,2,43,10,97.5,0,1,0,"Neutral"
"866","R_3CPA7SnlMPCdDEp","Day_2_4","True",1,6,4,49,0,"True","Conservative",1,2,2,43,22,96.25,0,0,0,"Conservative"
"867","R_3CU6zJcLSdm2yG0","Day_11_1","Misl",0,1,2,28,0,"FM","Liberal",0,1,5,57,21,75.6190476190476,1,0,4,"Conservative"
"868","R_3CU6zJcLSdm2yG0","Day_11_3","Misl",0,3,3,28,0,"FM","Liberal",0,1,5,57,2,55,1,0,1,"Conservative"
"869","R_3CU6zJcLSdm2yG0","Day_11_4","True",1,7,4,28,0,"True","Liberal",0,1,5,57,10,88.15,0,0,0,"Neutral"
"870","R_3CVCE05kSa0jk7W","Day_12_1","Misl",0,2,2,32,1,"FM","Moderate",0,1,3,43,18,89.6388888888889,0,0,0,"Conservative"
"871","R_3CVCE05kSa0jk7W","Day_12_2","Coul",0,5,3,32,1,"True","Moderate",0,1,3,43,7,87.0714285714286,0,0,0,"Liberal"
"872","R_3CVCE05kSa0jk7W","Day_12_4","True",1,7,4,32,1,"True","Moderate",0,1,3,43,19,88.0789473684211,0,0,0,"Conservative"
"873","R_3DdrjagZ5YMwp3U","Day_3_1","True",1,7,4,33,0,"True","Liberal",0,2,3,62,6,93.3333333333333,0,0,0,"Conservative"
"874","R_3DdrjagZ5YMwp3U","Day_3_4","True",1,7,4,33,0,"True","Liberal",0,2,3,62,8,80.1875,0,0,0,"Conservative"
"875","R_3DdrjagZ5YMwp3U","Day_3_5","True",1,7,4,33,0,"True","Liberal",0,2,3,62,7,97.5,0,1,0,"Neutral"
"876","R_3dE9JKOEOJSxl9e","Day_4_2","Misl",0,4,1,36,1,"True","Moderate",0,2,4,58,8,86.5625,0,0,0,"Liberal"
"877","R_3dE9JKOEOJSxl9e","Day_4_3","True",1,7,4,36,1,"No Mode","Moderate",0,2,4,58,7,59.5,1,0,2,"Neutral"
"878","R_3dE9JKOEOJSxl9e","Day_4_5","True",1,7,4,36,1,"True","Moderate",0,2,4,58,30,95.4166666666667,0,0,0,"Neutral"
"879","R_3DeFowSoCR711ZN","Day_11_2","Coul",0,4,2,24,0,"True","Liberal",1,1,4,47,5,100,0,1,0,"Liberal"
"880","R_3DeFowSoCR711ZN","Day_11_3","Coul",0,4,3,24,0,"FM","Liberal",0,1,4,47,6,92.5,0,0,0,"Conservative"
"881","R_3DeFowSoCR711ZN","Day_11_4","True",1,7,4,24,0,"True","Liberal",0,1,4,47,10,87.65,0,0,0,"Neutral"
"882","R_3Dkme1VCSHwSv2C","Day_3_1","Misl",0,5,2,19,1,"True","Moderate",0,1,3,61,4,87.5,0,0,0,"Conservative"
"883","R_3Dkme1VCSHwSv2C","Day_3_2","True",1,6,4,19,1,"FM","Moderate",0,1,3,61,9,83.2777777777778,0,0,0,"Liberal"
"884","R_3Dkme1VCSHwSv2C","Day_3_5","True",1,7,4,19,1,"True","Moderate",0,1,3,61,5,96.5,0,1,0,"Neutral"
"885","R_3Dnl1RG1xwcLHoH","Day_9_5","True",1,5,3,30,1,"True","Liberal",0,1,4,42,8,93.75,0,0,0,"Neutral"
"886","R_3EhBonDkzGAn01T","Day_11_3","True",1,3,2,20,0,"FM","Liberal",0,2,2,59,6,82.5,1,0,1,"Conservative"
"887","R_3EhBonDkzGAn01T","Day_11_4","True",1,7,4,20,0,"True","Liberal",0,2,2,59,6,96.25,0,1,0,"Neutral"
"888","R_3EhBonDkzGAn01T","Day_11_5","True",1,7,4,20,0,"True","Liberal",0,2,2,59,9,94.4444444444444,0,0,0,"Neutral"
"889","R_3EmSqPx3YNGR6hc","Day_12_1","Misl",0,4,3,33,1,"FM","Liberal",0,1,2,53,17,85.7941176470588,0,0,0,"Conservative"
"890","R_3EmSqPx3YNGR6hc","Day_12_3","Coul",0,2,1,33,1,"FM","Liberal",0,1,2,53,12,86.375,1,0,1,"Conservative"
"891","R_3EmSqPx3YNGR6hc","Day_12_4","Misl",0,3,2,33,1,"True","Liberal",0,1,2,53,9,85.6666666666667,0,0,0,"Conservative"
"892","R_3EsCDZ0ffTsZDvU","Day_10_1","True",1,7,4,36,1,"True","Conservative",1,2,2,56,8,89.3125,0,0,0,"Conservative"
"893","R_3EsCDZ0ffTsZDvU","Day_10_4","Coul",0,5,3,36,1,"True","Conservative",0,2,2,56,1,100,0,1,0,"Unclear"
"894","R_3EsCDZ0ffTsZDvU","Day_10_5","True",1,7,4,36,1,"True","Conservative",0,2,2,56,6,89.1666666666667,0,0,0,"Neutral"
"895","R_3EVTjsbULziKrAE","Day_2_2","Coul",0,4,3,33,0,"No Mode","Conservative",0,2,3,47,8,95.9375,0,0,0,"Liberal"
"896","R_3EVTjsbULziKrAE","Day_2_4","True",1,6,4,33,0,"True","Conservative",1,2,3,47,9,93.5555555555556,0,0,0,"Conservative"
"897","R_3EVTjsbULziKrAE","Day_2_5","True",1,6,4,33,0,"True","Conservative",0,2,3,47,9,98.0555555555556,0,1,0,"Neutral"
"898","R_3EZjTABsiUlbONS","Day_6_1","Misl",0,2,1,50,1,"FM","Conservative",1,3,3,65,3,21.5,1,0,3,"Conservative"
"899","R_3EZjTABsiUlbONS","Day_6_3","True",1,5,3,50,1,"No Mode","Conservative",0,3,3,65,3,77.1666666666667,0,0,0,"Neutral"
"900","R_3EZjTABsiUlbONS","Day_6_5","True",1,6,4,50,1,"CND","Conservative",0,3,3,65,11,85.1818181818182,0,0,0,"Neutral"
"901","R_3fdgvKGZAhbYtzS","Day_4_2","True",1,5,3,19,0,"True","Liberal",1,2,2,45,11,88.7727272727273,0,0,0,"Liberal"
"902","R_3fdgvKGZAhbYtzS","Day_4_3","Coul",0,5,3,19,0,"No Mode","Liberal",0,2,2,45,8,95,0,1,0,"Neutral"
"903","R_3fdgvKGZAhbYtzS","Day_4_4","True",1,5,3,19,0,"True","Liberal",0,2,2,45,6,94.1666666666667,0,0,0,"Neutral"
"904","R_3feqhugqaYYwLlx","Day_12_2","True",1,7,4,36,1,"True","Moderate",0,2,2,62,18,93.5833333333333,0,0,0,"Liberal"
"905","R_3feqhugqaYYwLlx","Day_12_4","True",1,6,3,36,1,"True","Moderate",0,2,2,62,16,89.90625,1,0,1,"Conservative"
"906","R_3feqhugqaYYwLlx","Day_12_5","True",1,7,4,36,1,"True","Moderate",0,2,2,62,18,94.8611111111111,0,0,0,"Neutral"
"907","R_3ffrYOKl3JqaXpf","Day_4_1","True",1,7,4,32,1,"No Mode","Liberal",0,1,4,65,4,79.75,1,0,1,"Conservative"
"908","R_3ffrYOKl3JqaXpf","Day_4_2","True",1,7,4,32,1,"True","Liberal",1,1,4,65,8,93.125,0,0,0,"Liberal"
"909","R_3ffrYOKl3JqaXpf","Day_4_3","True",1,5,3,32,1,"FM","Liberal",0,1,4,65,17,94.2647058823529,0,0,0,"Neutral"
"910","R_3FJNMSHgucjEFrB","Day_2_2","True",1,6,4,43,1,"No Mode","Moderate",0,1,2,66,18,93.0277777777778,0,0,0,"Liberal"
"911","R_3FJNMSHgucjEFrB","Day_2_4","True",1,6,4,43,1,"True","Moderate",0,1,2,66,30,93.35,0,0,0,"Conservative"
"912","R_3FJNMSHgucjEFrB","Day_2_5","True",1,6,4,43,1,"True","Moderate",0,1,2,66,18,93.5555555555556,0,0,0,"Neutral"
"913","R_3fpEsNvQ6T8BADw","Day_3_2","True",1,5,3,56,0,"FM","Moderate",0,2,3,49,26,92.0192307692308,0,0,0,"Liberal"
"914","R_3fpEsNvQ6T8BADw","Day_3_4","True",1,7,4,56,0,"True","Moderate",0,2,3,49,10,80.6,0,0,0,"Conservative"
"915","R_3fpEsNvQ6T8BADw","Day_3_5","True",1,7,4,56,0,"True","Moderate",0,2,3,49,8,94.6875,0,0,0,"Neutral"
"916","R_3FPQCyirvFxT66D","Day_3_1","True",1,7,4,33,0,"True","Liberal",0,2,3,63,6,92.5,0,0,0,"Conservative"
"917","R_3FPQCyirvFxT66D","Day_3_3","True",1,7,4,33,0,"True","Liberal",0,2,3,63,7,93.8571428571429,0,0,0,"Neutral"
"918","R_3FPQCyirvFxT66D","Day_3_4","True",1,7,4,33,0,"True","Liberal",0,2,3,63,5,68,1,0,2,"Conservative"
"919","R_3frX1vnowyoNcQL","Day_4_3","Misl",0,3,2,46,1,"No Mode","Conservative",0,1,3,63,16,88.53125,0,0,0,"Neutral"
"920","R_3frX1vnowyoNcQL","Day_4_5","Misl",0,3,2,46,1,"True","Conservative",0,1,3,63,10,95.25,0,1,0,"Neutral"
"921","R_3fT4sRw2qoaLvQ3","Day_2_1","True",1,6,3,33,0,"True","Conservative",1,3,4,60,13,51.4615384615385,1,0,9,"Conservative"
"922","R_3fT4sRw2qoaLvQ3","Day_2_2","Coul",0,4,3,33,0,"No Mode","Conservative",0,3,4,60,8,93.125,0,0,0,"Liberal"
"923","R_3fT4sRw2qoaLvQ3","Day_2_4","True",1,7,4,33,0,"True","Conservative",1,3,4,60,14,91,0,0,0,"Conservative"
"924","R_3fTrO0F1yuQWdu3","Day_11_2","True",1,6,4,37,0,"True","Moderate",0,2,3,52,10,98.75,0,1,0,"Liberal"
"925","R_3fTrO0F1yuQWdu3","Day_11_4","True",1,7,4,37,0,"True","Moderate",0,2,3,52,10,87.65,0,0,0,"Neutral"
"926","R_3fTrO0F1yuQWdu3","Day_11_5","True",1,7,4,37,0,"True","Moderate",0,2,3,52,9,98.0555555555556,0,1,0,"Neutral"
"927","R_3fuuOdmP8IHXXHd","Day_10_2","True",1,5,3,36,1,"No Mode","Liberal",1,2,4,65,14,91.9285714285714,0,0,0,"Liberal"
"928","R_3fuuOdmP8IHXXHd","Day_10_4","Coul",0,3,2,36,1,"True","Liberal",0,2,4,65,2,100,0,1,0,"Unclear"
"929","R_3fuuOdmP8IHXXHd","Day_10_5","True",1,7,4,36,1,"True","Liberal",0,2,4,65,20,91.175,0,0,0,"Neutral"
"930","R_3FV8Lpk7xFqMu8Q","Day_2_3","True",1,6,3,24,0,"True","Liberal",0,3,4,57,8,76.1875,1,0,1,"Neutral"
"931","R_3FV8Lpk7xFqMu8Q","Day_2_4","True",1,7,4,24,0,"True","Liberal",0,3,4,57,6,92.8333333333333,0,0,0,"Conservative"
"932","R_3fw7TZo0LheuX2X","Day_11_1","Misl",0,1,1,30,1,"FM","Liberal",0,1,4,58,6,98.3333333333333,0,1,0,"Conservative"
"933","R_3fw7TZo0LheuX2X","Day_11_3","Coul",0,5,3,30,1,"FM","Liberal",0,1,4,58,10,86,0,0,0,"Conservative"
"934","R_3fw7TZo0LheuX2X","Day_11_5","True",1,7,4,30,1,"True","Liberal",0,1,4,58,22,89.4318181818182,0,0,0,"Neutral"
"935","R_3fYK2X9GZLna7m9","Day_9_1","True",1,7,4,42,0,"True","Moderate",0,1,2,37,4,87.5,0,0,0,"Conservative"
"936","R_3fYK2X9GZLna7m9","Day_9_3","True",1,5,3,42,0,"FM","Moderate",0,1,2,37,2,58.75,1,0,1,"Conservative"
"937","R_3fYK2X9GZLna7m9","Day_9_5","Coul",0,4,3,42,0,"True","Moderate",0,1,2,37,9,93.0555555555556,0,0,0,"Neutral"
"938","R_3g17B38hKlUkya7","Day_2_2","True",1,7,3,28,0,"No Mode","Liberal",1,4,4,54,8,94.625,1,0,1,"Liberal"
"939","R_3g17B38hKlUkya7","Day_2_3","True",1,7,4,28,0,"True","Liberal",0,4,4,54,8,82.375,0,0,0,"Neutral"
"940","R_3g17B38hKlUkya7","Day_2_5","True",1,7,4,28,0,"True","Liberal",0,4,4,54,9,94.1111111111111,0,0,0,"Neutral"
"941","R_3GfBEiiMtNLfYIb","Day_8_1","True",1,6,3,37,1,"True","Liberal",0,2,4,50,9,91,0,0,0,"Conservative"
"942","R_3GfBEiiMtNLfYIb","Day_8_2","True",1,6,4,37,1,"True","Liberal",1,2,4,50,16,96.875,0,0,0,"Liberal"
"943","R_3GfBEiiMtNLfYIb","Day_8_4","True",1,7,4,37,1,"True","Liberal",0,2,4,50,7,87.4285714285714,0,0,0,"Neutral"
"944","R_3GoZZFWEtYePuGA","Day_1_3","True",1,6,4,37,0,"FM","Conservative",0,1,3,58,7,69.6428571428571,1,0,2,"Neutral"
"945","R_3GoZZFWEtYePuGA","Day_1_5","True",1,7,4,37,0,"True","Conservative",0,1,3,58,9,93.8888888888889,0,0,0,"Neutral"
"946","R_3Gq702q8P8g1Yav","Day_2_2","Coul",0,5,3,39,1,"No Mode","Liberal",1,3,6,41,7,100,0,1,0,"Liberal"
"947","R_3Gq702q8P8g1Yav","Day_2_3","True",1,7,4,39,1,"True","Liberal",0,3,6,41,9,91,0,0,0,"Neutral"
"948","R_3Gq702q8P8g1Yav","Day_2_5","True",1,7,4,39,1,"True","Liberal",0,3,6,41,10,93.45,0,0,0,"Neutral"
"949","R_3gSMfIGWSeeijQu","Day_8_1","True",1,6,4,20,0,"True","Liberal",0,2,4,36,10,95.2,0,0,0,"Conservative"
"950","R_3gSMfIGWSeeijQu","Day_8_5","True",1,6,4,20,0,"No Mode","Liberal",0,2,4,36,10,88.45,0,0,0,"Neutral"
"951","R_3gUTYLxEuI90E13","Day_2_3","True",1,6,3,68,0,"True","Conservative",0,2,3,62,8,81.75,0,0,0,"Neutral"
"952","R_3gUTYLxEuI90E13","Day_2_4","True",1,5,3,68,0,"True","Conservative",1,2,3,62,23,92.804347826087,0,0,0,"Conservative"
"953","R_3GwRSI7oLGsG69m","Day_7_1","True",1,7,4,62,1,"True","Liberal",0,2,2,63,5,80.4,0,0,0,"Neutral"
"954","R_3GwRSI7oLGsG69m","Day_7_2","True",1,7,4,62,1,"FM","Liberal",1,2,2,63,8,93.4375,0,0,0,"Liberal"
"955","R_3GwRSI7oLGsG69m","Day_7_5","True",1,6,4,62,1,"True","Liberal",0,2,2,63,22,92.6136363636364,0,0,0,"Neutral"
"956","R_3gXeaHxIlFRKL2I","Day_2_1","True",1,5,3,35,0,"True","Conservative",1,2,4,44,7,58.2142857142857,1,0,4,"Conservative"
"957","R_3gXeaHxIlFRKL2I","Day_2_5","True",1,7,4,35,0,"True","Conservative",0,2,4,44,10,93.5,0,0,0,"Neutral"
"958","R_3h3c8lR9Ul1nE30","Day_12_2","True",1,5,3,32,1,"True","Conservative",0,1,3,64,7,84.5,0,0,0,"Liberal"
"959","R_3h3c8lR9Ul1nE30","Day_12_3","Misl",0,3,2,32,1,"FM","Conservative",1,1,3,64,28,91.3571428571429,0,0,0,"Conservative"
"960","R_3h3c8lR9Ul1nE30","Day_12_4","True",1,5,3,32,1,"True","Conservative",1,1,3,64,20,90.55,0,0,0,"Conservative"
"961","R_3haapAxXxNrDZmS","Day_10_3","True",1,5,3,60,1,"FM","Conservative",1,1,4,38,3,100,0,1,0,"Conservative"
"962","R_3haapAxXxNrDZmS","Day_10_4","Misl",0,4,3,60,1,"True","Conservative",0,1,4,38,2,92.5,0,1,0,"Unclear"
"963","R_3haapAxXxNrDZmS","Day_10_5","True",1,4,2,60,1,"True","Conservative",0,1,4,38,6,88.6666666666667,0,0,0,"Neutral"
"964","R_3hfIgiMxT4QVOM6","Day_1_2","True",1,6,4,51,0,"True","Moderate",0,1,4,62,24,91.3958333333333,0,0,0,"Liberal"
"965","R_3hfIgiMxT4QVOM6","Day_1_3","True",1,5,3,51,0,"FM","Moderate",0,1,4,62,9,93.0555555555556,0,0,0,"Neutral"
"966","R_3hfIgiMxT4QVOM6","Day_1_5","True",1,7,4,51,0,"True","Moderate",0,1,4,62,9,98.6111111111111,0,1,0,"Neutral"
"967","R_3Hi52z8zMbrTa1c","Day_12_2","True",1,6,4,41,1,"True","Liberal",1,1,4,60,10,82.5,0,0,0,"Liberal"
"968","R_3Hi52z8zMbrTa1c","Day_12_3","Misl",0,1,1,41,1,"FM","Liberal",0,1,4,60,7,92.0714285714286,0,0,0,"Conservative"
"969","R_3Hi52z8zMbrTa1c","Day_12_4","True",1,7,4,41,1,"True","Liberal",0,1,4,60,10,89.65,0,0,0,"Conservative"
"970","R_3Hk79B6qEfqWKaD","Day_1_1","Misl",0,2,2,54,0,"FM","Liberal",0,1,3,55,9,94.7222222222222,0,0,0,"Conservative"
"971","R_3Hk79B6qEfqWKaD","Day_1_3","Misl",0,1,1,54,0,"FM","Liberal",0,1,3,55,5,93,0,0,0,"Neutral"
"972","R_3Hk79B6qEfqWKaD","Day_1_4","Misl",0,6,3,54,0,"FM","Liberal",0,1,3,55,8,95.3125,0,0,0,"Neutral"
"973","R_3HM6Wu0803vVGEb","Day_11_1","Coul",0,4,3,44,0,"FM","Conservative",1,2,2,54,7,89.5,0,0,0,"Conservative"
"974","R_3HM6Wu0803vVGEb","Day_11_3","True",1,5,3,44,0,"FM","Conservative",1,2,2,54,3,94.1666666666667,0,1,0,"Conservative"
"975","R_3HM6Wu0803vVGEb","Day_11_5","True",1,7,4,44,0,"True","Conservative",0,2,2,54,20,91.5,0,0,0,"Neutral"
"976","R_3HN6w67FhcM7wNU","Day_10_1","True",1,6,4,35,1,"True","Conservative",1,3,2,62,10,90.45,0,0,0,"Conservative"
"977","R_3HN6w67FhcM7wNU","Day_10_2","True",1,6,4,35,1,"No Mode","Conservative",0,3,2,62,7,89.2857142857143,0,0,0,"Liberal"
"978","R_3HN6w67FhcM7wNU","Day_10_4","True",1,6,4,35,1,"True","Conservative",0,3,2,62,6,84,1,0,1,"Unclear"
"979","R_3HnX5WU01v29KU5","Day_6_2","True",1,7,4,43,1,"True","Moderate",0,1,4,54,10,93.45,0,0,0,"Liberal"
"980","R_3HnX5WU01v29KU5","Day_6_5","True",1,6,4,43,1,"CND","Moderate",0,1,4,54,50,88.03,0,0,0,"Neutral"
"981","R_3HoY1YcGpXeyGm3","Day_11_3","True",1,7,4,29,0,"FM","Conservative",1,2,3,53,12,57.625,1,0,7,"Conservative"
"982","R_3HoY1YcGpXeyGm3","Day_11_4","True",1,5,3,29,0,"True","Conservative",0,2,3,53,24,93.7083333333333,0,0,0,"Neutral"
"983","R_3HoY1YcGpXeyGm3","Day_11_5","True",1,5,3,29,0,"True","Conservative",0,2,3,53,8,94.375,0,0,0,"Neutral"
"984","R_3huAv3vOIq9FZMY","Day_8_1","True",1,7,4,35,0,"True","Moderate",0,3,3,61,6,90.8333333333333,0,0,0,"Conservative"
"985","R_3huAv3vOIq9FZMY","Day_8_2","True",1,7,4,35,0,"True","Moderate",0,3,3,61,7,91.3571428571429,0,0,0,"Liberal"
"986","R_3huAv3vOIq9FZMY","Day_8_5","True",1,7,4,35,0,"No Mode","Moderate",0,3,3,61,10,88.9,0,0,0,"Neutral"
"987","R_3HwgknqxN3CNob6","Day_12_1","True",1,4,3,46,1,"FM","Moderate",0,1,3,51,10,92.45,0,0,0,"Conservative"
"988","R_3HwgknqxN3CNob6","Day_12_3","Coul",0,4,1,46,1,"FM","Moderate",0,1,3,51,44,92.5340909090909,0,0,0,"Conservative"
"989","R_3HwgknqxN3CNob6","Day_12_4","Misl",0,4,2,46,1,"True","Moderate",0,1,3,51,8,97.8125,0,1,0,"Conservative"
"990","R_3hzM5jbieRA7DIE","Day_11_2","True",1,7,4,26,0,"True","Liberal",1,1,3,58,10,98.75,0,1,0,"Liberal"
"991","R_3hzM5jbieRA7DIE","Day_11_4","True",1,7,4,26,0,"True","Liberal",0,1,3,58,10,89.15,0,0,0,"Neutral"
"992","R_3hzM5jbieRA7DIE","Day_11_5","True",1,7,4,26,0,"True","Liberal",0,1,3,58,10,93.5,0,0,0,"Neutral"
"993","R_3IacdW7Eyy63UaS","Day_8_3","True",1,7,4,28,1,"True","Liberal",0,1,4,66,6,94.5833333333333,0,0,0,"Neutral"
"994","R_3IacdW7Eyy63UaS","Day_8_5","True",1,7,3,28,1,"No Mode","Liberal",0,1,4,66,3,100,0,1,0,"Neutral"
"995","R_3iDSb4HQL0vOn0P","Day_3_1","True",1,5,4,37,1,"True","Liberal",0,2,4,42,5,97.5,0,1,0,"Conservative"
"996","R_3iDSb4HQL0vOn0P","Day_3_4","True",1,5,3,37,1,"True","Liberal",0,2,4,42,6,67.9166666666667,1,0,2,"Conservative"
"997","R_3iDSb4HQL0vOn0P","Day_3_5","True",1,5,3,37,1,"True","Liberal",0,2,4,42,3,90.8333333333333,0,0,0,"Neutral"
"998","R_3INXH8b2PS10dln","Day_10_1","Misl",0,3,2,38,0,"True","Liberal",0,2,5,58,7,93.8571428571429,0,0,0,"Conservative"
"999","R_3INXH8b2PS10dln","Day_10_4","True",1,4,4,38,0,"True","Liberal",0,2,5,58,2,76,0,0,0,"Unclear"
"1000","R_3INXH8b2PS10dln","Day_10_5","True",1,7,4,38,0,"True","Liberal",0,2,5,58,8,97.8125,0,1,0,"Neutral"
"1001","R_3is2WtZ8YVpKCrW","Day_5_3","Misl",0,3,2,54,0,"FM","Liberal",0,2,4,44,34,92.5735294117647,0,1,0,"Conservative"
"1002","R_3is2WtZ8YVpKCrW","Day_5_4","Misl",0,2,2,54,0,"FM","Liberal",0,2,4,44,13,91.2692307692308,0,0,0,"Conservative"
"1003","R_3is2WtZ8YVpKCrW","Day_5_5","True",1,7,4,54,0,"True","Liberal",0,2,4,44,9,91.8888888888889,0,0,0,"Neutral"
"1004","R_3iU9nT30PN5iPB9","Day_6_1","Coul",0,4,3,27,1,"FM","Conservative",1,2,4,60,38,92.7368421052632,0,0,0,"Conservative"
"1005","R_3iU9nT30PN5iPB9","Day_6_2","True",1,6,4,27,1,"True","Conservative",0,2,4,60,4,93.75,0,1,0,"Liberal"
"1006","R_3IXcTNy82MqmbHc","Day_8_4","True",1,7,4,37,0,"True","Moderate",0,1,3,63,7,90,0,0,0,"Neutral"
"1007","R_3iyXMkanZoHNaEF","Day_10_3","Misl",0,2,2,43,0,"FM","Liberal",0,1,4,54,13,88.4230769230769,0,0,0,"Conservative"
"1008","R_3iyXMkanZoHNaEF","Day_10_4","Misl",0,4,3,43,0,"True","Liberal",0,1,4,54,12,82.5416666666667,0,0,0,"Unclear"
"1009","R_3iyXMkanZoHNaEF","Day_10_5","True",1,7,4,43,0,"True","Liberal",0,1,4,54,6,95.8333333333333,0,1,0,"Neutral"
"1010","R_3J5iitaYNZ2juP7","Day_10_3","Coul",0,4,3,45,1,"FM","Conservative",1,2,4,59,9,53.6111111111111,1,0,4,"Conservative"
"1011","R_3J5iitaYNZ2juP7","Day_10_4","True",1,7,3,45,1,"True","Conservative",0,2,4,59,2,47.5,1,0,1,"Unclear"
"1012","R_3J5iitaYNZ2juP7","Day_10_5","True",1,7,4,45,1,"True","Conservative",0,2,4,59,16,92.96875,0,0,0,"Neutral"
"1013","R_3JDel3qSSVb5I32","Day_10_3","Coul",0,2,1,35,1,"FM","Liberal",0,3,2,66,7,97.5,0,0,0,"Conservative"
"1014","R_3JDel3qSSVb5I32","Day_10_4","Misl",0,3,1,35,1,"True","Liberal",0,3,2,66,1,75,0,0,0,"Unclear"
"1015","R_3JDel3qSSVb5I32","Day_10_5","True",1,7,4,35,1,"True","Liberal",0,3,2,66,15,93.8,0,0,0,"Neutral"
"1016","R_3JdRQceff6TIAnh","Day_12_1","Misl",0,3,2,32,0,"FM","Conservative",1,2,4,60,9,94.6666666666667,0,0,0,"Conservative"
"1017","R_3JdRQceff6TIAnh","Day_12_3","Misl",0,2,1,32,0,"FM","Conservative",1,2,4,60,25,96.3,0,0,0,"Conservative"
"1018","R_3JdRQceff6TIAnh","Day_12_4","True",1,7,4,32,0,"True","Conservative",1,2,4,60,8,86.125,0,0,0,"Conservative"
"1019","R_3JfnfLnikoja6E7","Day_1_2","True",1,6,3,38,1,"True","Liberal",1,2,2,53,5,86.8,0,0,0,"Liberal"
"1020","R_3JfnfLnikoja6E7","Day_1_3","Misl",0,2,2,38,1,"FM","Liberal",0,2,2,53,7,96.4285714285714,0,0,0,"Neutral"
"1021","R_3JfnfLnikoja6E7","Day_1_4","True",1,7,4,38,1,"FM","Liberal",0,2,2,53,10,95.25,0,0,0,"Neutral"
"1022","R_3JFr5T9gs4Tc9oP","Day_3_2","True",1,5,3,34,0,"FM","Liberal",1,2,3,56,9,91.1111111111111,0,0,0,"Liberal"
"1023","R_3JFr5T9gs4Tc9oP","Day_3_3","True",1,7,4,34,0,"True","Liberal",0,2,3,56,9,92.2222222222222,0,0,0,"Neutral"
"1024","R_3JFr5T9gs4Tc9oP","Day_3_5","True",1,7,4,34,0,"True","Liberal",0,2,3,56,7,96.7857142857143,0,1,0,"Neutral"
